ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
[SO]Distal phalanx of thumb,58724,7NA5Z00,7NA5Z,Z73.3,Phalanx of thumb
[SO]Distal radioulnar joint,32253,7NAD600,7NAD6,Z81.7,Inferior radioulnar joint
[SO]Dorsal digital nerve to fifth toe,66543,7N0AH00,7N0AH,Z12.5,Digital nerve of toe
[SO]Dorsal digital nerve to fourth toe,96814,7N0AG00,7N0AG,Z12.5,Digital nerve of toe
[SO]Dorsal digital nerve to great toe,113100,7N0AD00,7N0AD,Z12.5,Digital nerve of toe
[SO]Dorsal digital nerve to second toe,99042,7N0AE00,7N0AE,Z12.5,Digital nerve of toe
[SO]Dorsal digital nerve to third toe,70750,7N0AF00,7N0AF,Z12.5,Digital nerve of toe
[SO]Dorsal intercarpal ligament,112702,7NC4J00,7NC4J,Z87.2,Ligament of joint
[SO]Dorsal interosseus of foot,52152,7N87J00,7N87J,Z59.5,Interosseous muscle of foot
[SO]Dorsal radio-carpal ligament,114269,7NC4400,7NC44,Z87.2,Ligament of joint
[SO]Dorsal region,97381,7NB2a00,7NB2a,Z92.5,Back NEC
[SO]Dorsal spinal cord,21287,7N05100,7N051,Z06.2,Thoracic spinal cord
[SO]Dorsal vein of foot,113850,7N4AA00,7N4AA,Z39.8,Specified vein NEC
[SO]Dorsal vein of hand,59917,7N49600,7N496,Z39.8,Specified vein NEC
[SO]Dorsalis pedis artery,35143,7N46H00,7N46H,Z97.4,Dorsalis pedis artery
[SO]Dorsalis pedis artery,35143,7N46H00,7NB83,Z97.4,Dorsalis pedis artery
[SO]Dorsalis pedis artery,93557,7NB8300,7N46H,Z97.4,Dorsalis pedis artery
[SO]Dorsalis pedis artery,93557,7NB8300,7NB83,Z97.4,Dorsalis pedis artery
[SO]Dorsum of foot,53772,7NB1R00,7NB1R,Z90.5,Foot NEC
[SO]Dorsum of toe,99701,7NB1a00,7NB1a,Z90.7,Toe NEC
[SO]Duodenum,6249,7N30300,7N303,Z27.4,Duodenum
[SO]Ear NEC,19240,7N18z00,7N18z,Z21.9,Ear NEC
[SO]Eardrum,16669,7N17300,7N173,Z20.4,Eardrum
[SO]Elbow joint,6163,7NAD400,7NAD4,Z81.5,Elbow joint
[SO]Elbow region,45201,7NB0800,7NB08,Z89.8,Specified arm region NEC
[SO]Elbow, dorsal aspect,106110,7NB0A00,7NB0A,Z89.8,Specified arm region NEC
[SO]Elbow, volar aspect,73183,7NB0900,7NB09,Z89.8,Specified arm region NEC
[SO]Eleventh or twelfth rib,73132,7NA6400,7NA64,Z74.5,Eleventh or twelfth rib
[SO]Endocrine gland of neck,22226,7N10.00,7N10.,Z13,Endocrine gland of neck
[SO]Endocrine gland of neck NEC,62251,7N10z00,7N10z,Z13.9,Endocrine gland of neck NEC
[SO]Epididymis,5963,7N52200,7N522,Z43.3,Epididymis
[SO]Epigastrium,73945,7NB2W00,7NB2W,Z92.6,Abdomen NEC
[SO]Erector spinae in lumbosacral region,64883,7N88K00,7N88K,Z60.4,Muscle of back
[SO]Erector spinae in neck,44296,7N88B00,7N88B,Z60.2,Muscle of neck
[SO]Erector spinae in thorax,64884,7N88H00,7N88H,Z60.4,Muscle of back
[SO]Ethmoid sinus,16966,7N21200,7N212,Z23.3,Ethmoid sinus
[SO]Eustachian canal,5875,7N18200,7N182,Z21.3,Eustachian canal
[SO]Extensor digitorum,56317,7N84Q00,7N84Q,Z56.7,Extensor muscle of hand
[SO]Extensor digitorum brevis,56394,7N87G00,7N87G,Z59.8,Specified muscle of foot NEC
[SO]Extensor digitorum longus in foot,47677,7N87900,7N879,Z58.6,Extensor digitorum muscle of foot
[SO]Extensor digitorum muscle in leg,61813,7N86500,7N865,Z58.6,Extensor digitorum muscle of foot
[SO]Extensor hallucis longus in foot,32920,7N87800,7N878,Z58.5,Extensor hallucis longus
[SO]Extensor hallucis longus in leg,30380,7N86400,7N864,Z58.5,Extensor hallucis longus
[SO]Extensor muscle of forearm,28445,7N83100,7N831,Z55.2,Extensor muscle of forearm
[SO]Extensor muscle of hand,10527,7N84600,7N846,Z56.7,Extensor muscle of hand
[SO]Extensor of upper arm,61230,7N82900,7N829,Z54.8,Specified muscle of shoulder or upper arm NEC
[SO]External auditory canal,21673,7N17100,7N171,Z20.2,External auditory canal
[SO]External carotid artery,96117,7NB6400,7NB64,Z95.5,External carotid artery
[SO]External ear,22575,7N17000,7N170,Z20.1,External ear
[SO]External iliac artery,28016,7N46700,7NB84,Z97.5,External iliac artery
[SO]External iliac artery,28016,7N46700,7N467,Z97.5,External iliac artery
[SO]External iliac artery,90458,7NB8400,7NB84,Z97.5,External iliac artery
[SO]External iliac artery,90458,7NB8400,7N467,Z97.5,External iliac artery
[SO]External iliac vein,5505,7N4A200,7N4A2,Z93.1,Iliac vein
[SO]External jugular vein,43746,7N47700,7N477,Z39.8,Specified vein NEC
[SO]External nose,65032,7N20000,7N200,Z22.1,External nose
[SO]External structure of eye,28064,7N13.00,7N13.,Z16,External structure of eye
[SO]External structure of eye NEC,52447,7N13z00,7N13z,Z16.9,External structure of eye NEC
[SO]Extrinsic wrist ligament,103122,7NC4000,7NC40,Z87.2,Ligament of joint
[SO]Eye NEC,35027,7N16z00,7N16z,Z19.9,Eye NEC
[SO]Eye region,43613,7NB2A00,7NB2A,Z92.1,Head NEC
[SO]Eyebrow,20638,7N13100,7N131,Z16.2,Eyebrow
[SO]Eyelid,7846,7N13300,7N133,Z16.4,Eyelid
[SO]Face region NEC,18284,7NB2100,7NB21,Z92.2,Face NEC
[SO]Facet joint of cervical spine,54344,7N94600,7N946,Z67.3,Cervical intervertebral joint
[SO]Facet joint of lumbar spine,34979,7N94S00,7N94S,Z67.5,Lumbar intervertebral joint
[SO]Facet joint of thoracic spine,59540,7N94D00,7N94D,Z67.4,Thoracic intervertebral joint
[SO]Facial artery,70118,7N44A00,7N44A,Z40.7,Artery NEC
[SO]Facial bone,27680,7N91.00,7N91.,Z64,Bone of face
[SO]Facial muscle,20729,7N88000,7N880,Z60.1,Muscle of face
[SO]Facial nerve (VII),20997,7N03000,7N030,Z04.1,Facial nerve (vii)
[SO]Facial vein,49863,7N47800,7N478,Z39.8,Specified vein NEC
[SO]Fallopian tube,20370,7N62100,7N621,Z46.2,Fallopian tube
[SO]Fascia,71474,7N8A000,7N8A0,Z62.1,Fascia
[SO]Fascia,71474,7N8A000,7N8B.,Z62.1,Fascia
[SO]Fascia,8979,7N8B.00,7N8A0,Z62.1,Fascia
[SO]Fascia,8979,7N8B.00,7N8B.,Z62.1,Fascia
[SO]Fascia of buttock,113282,7N8B900,7N8B9,Z62.1,Fascia
[SO]Fascia of cervical spine,95977,7N8B000,7N8B0,Z62.1,Fascia
[SO]Fascia of foot,53011,7N8BG00,7N8BG,Z62.1,Fascia
[SO]Fascia of forearm extensor compartment,103419,7N8B500,7N8B5,Z62.1,Fascia
[SO]Fascia of forearm flexor compartment,56283,7N8B600,7N8B6,Z62.1,Fascia
[SO]Fascia of hand,44221,7N8B700,7N8B7,Z62.1,Fascia
[SO]Fascia of leg anterior compartment,94297,7N8BD00,7N8BD,Z62.1,Fascia
[SO]Fascia of leg four compartments,113895,7N8BF00,7N8BF,Z62.1,Fascia
[SO]Fascia of leg peroneal compartment,113821,7N8BE00,7N8BE,Z62.1,Fascia
[SO]Fascia of lumbar spine,73654,7N8B200,7N8B2,Z62.1,Fascia
[SO]Fascia of shoulder girdle,73767,7N8B300,7N8B3,Z62.1,Fascia
[SO]Fascia of thigh,72091,7N8BA00,7N8BA,Z62.1,Fascia
[SO]Fascia of thoracic spine,100545,7N8B100,7N8B1,Z62.1,Fascia
[SO]Fascia of upper arm,67349,7N8B400,7N8B4,Z62.1,Fascia
[SO]Female genital tract NEC,64268,7N62z00,7N62z,Z46.9,Female genital tract NEC
[SO]Female perineum,7875,7N60300,7N603,Z44.4,Female perineum
[SO]Femoral nerve,20614,7N09100,7N091,Z10.1,Femoral nerve
[SO]Femoral vein,20816,7N4A400,7N4A4,Z39.8,Specified vein NEC
[SO]Femur,10270,7NA8.00,7NA8.,Z76,Femur
[SO]Femur NEC,42484,7NA8z00,7NA8z,Z76.9,Femur NEC
[SO]Fetus,30979,7N61200,7N612,Z45.3,Fetus
[SO]Fibula and patella,28222,7NAA.11,7NAA.,Z78,Other bone of lower leg
[SO]Fibula NEC,20537,7NAA400,7NAA4,Z78.6,Fibula NEC
[SO]Fibula, unspecified,94741,7NAAC00,7NAAC,Z78.6,Fibula NEC
[SO]Fifth metatarsal,52961,7NACP00,7NACP,Z80.2,Metatarsal NEC
[SO]Fifth metatarsophalangeal joint,37756,7NAJF00,7NAJF,Z86.5,Metatarsophalangeal joint of toe NEC
[SO]Fifth tarso-metatarsal joint,69353,7NAJA00,7NAJA,Z86.3,Tarsometatarsal joint
[SO]Fifth toe,41809,7NB1Z00,7NB1Z,Z90.7,Toe NEC
[SO]Fifth ventricle of brain,71504,7N01300,7N013,Z02.4,Fifth ventricle of brain
[SO]Fimbria,63797,7N62000,7N620,Z46.1,Fimbria
[SO]Finger NEC,4894,7NB0500,7NB05,Z89.6,Finger NEC
[SO]Finger, index,41810,7NB0J00,7NB0J,Z89.6,Finger NEC
[SO]Finger, index, dorsal,66896,7NB0L00,7NB0L,Z89.6,Finger NEC
[SO]Finger, index, tip,62511,7NB0M00,7NB0M,Z89.6,Finger NEC
[SO]Finger, index, volar,73189,7NB0K00,7NB0K,Z89.6,Finger NEC
[SO]Finger, little,21155,7NB0W00,7NB0W,Z89.6,Finger NEC
[SO]Finger, little, dorsal,108749,7NB0Y00,7NB0Y,Z89.6,Finger NEC
[SO]Finger, little, tip,73087,7NB0Z00,7NB0Z,Z89.6,Finger NEC
[SO]Finger, little, volar,101557,7NB0X00,7NB0X,Z89.6,Finger NEC
[SO]Finger, middle,45209,7NB0N00,7NB0N,Z89.6,Finger NEC
[SO]Finger, middle, dorsal,55751,7NB0Q00,7NB0Q,Z89.6,Finger NEC
[SO]Finger, middle, tip,59728,7NB0R00,7NB0R,Z89.6,Finger NEC
[SO]Finger, middle, volar,94999,7NB0P00,7NB0P,Z89.6,Finger NEC
[SO]Finger, ring,47305,7NB0S00,7NB0S,Z89.6,Finger NEC
[SO]Finger, ring, dorsal,73665,7NB0U00,7NB0U,Z89.6,Finger NEC
[SO]Finger, ring, tip,94589,7NB0V00,7NB0V,Z89.6,Finger NEC
[SO]Finger, ring, volar,95530,7NB0T00,7NB0T,Z89.6,Finger NEC
[SO]First metacarpal,10307,7NA5000,7NA50,Z73.1,First metacarpal
[SO]First metatarsal,10414,7NAC000,7NAC0,Z80.1,First metatarsal
[SO]First metatarsophalangeal joint,41821,7NAJ300,7NAJ3,Z86.4,Metatarsophalangeal joint of great toe
[SO]First rib,59810,7NA6200,7NA62,Z74.3,First rib
[SO]First tarso-metatarsal joint,50730,7NAJ600,7NAJ6,Z86.3,Tarsometatarsal joint
[SO]Flank,52730,7NB2S00,7NB2S,Z92.6,Abdomen NEC
[SO]Flexor digitorum brevis,100359,7N87E00,7N87E,Z59.4,Short sole muscle
[SO]Flexor digitorum longus in leg,72624,7N86B00,7N86B,Z58.8,Specified muscle of lower leg NEC
[SO]Flexor digitorum muscle of foot,50018,7N87100,7N871,Z59.2,Flexor digitorum muscle of foot
[SO]Flexor digitorum profundus to index,71642,7N84L00,7N84L,Z56.4,Flexor digitorum profundus
[SO]Flexor digitorum profundus to little,59804,7N84P00,7N84P,Z56.4,Flexor digitorum profundus
[SO]Flexor digitorum profundus to middle,71659,7N84M00,7N84M,Z56.4,Flexor digitorum profundus
[SO]Flexor digitorum profundus to ring,112409,7N84N00,7N84N,Z56.4,Flexor digitorum profundus
[SO]Flexor digitorum profundus, unspecified,5497,7N84300,7N843,Z56.4,Flexor digitorum profundus
[SO]Flexor digitorum superficialis to index,89007,7N84G00,7N84G,Z56.3,Flexor digitorum superficialis
[SO]Flexor digitorum superficialis to little,71941,7N84K00,7N84K,Z56.3,Flexor digitorum superficialis
[SO]Flexor digitorum superficialis to middle,67091,7N84H00,7N84H,Z56.3,Flexor digitorum superficialis
[SO]Flexor digitorum superficialis to ring,58006,7N84J00,7N84J,Z56.3,Flexor digitorum superficialis
[SO]Flexor digitorum superficialis, unspecified,29914,7N84200,7N842,Z56.3,Flexor digitorum superficialis
[SO]Flexor hallucis brevis,112404,7N87L00,7N87L,Z59.3,Short hallux muscle
[SO]Flexor hallucis longus in foot,44449,7N87000,7N870,Z59.1,Flexor hallucis longus
[SO]Flexor hallucis longus in leg,44622,7N86D00,7N86D,Z58.8,Specified muscle of lower leg NEC
[SO]Flexor muscle of forearm,38661,7N83000,7N830,Z55.1,Flexor muscle of forearm
[SO]Flexor of upper arm,55823,7N82800,7N828,Z54.8,Specified muscle of shoulder or upper arm NEC
[SO]Flexor pollicis brevis,99412,7N84700,7N847,Z56.2,Thenar muscle
[SO]Flexor pollicis longus,9120,7N84000,7N840,Z56.1,Flexor pollicis longus
[SO]Flexr digiti minimi brevis,67985,7N84E00,7N84E,Z56.5,Hypothenar muscle
[SO]Foot NEC,4938,7NB1400,7NB14,Z90.5,Foot NEC
[SO]Forearm NEC,2674,7NB0200,7NB02,Z89.3,Forearm NEC
[SO]Forearm, dorsal,73187,7NB0C00,7NB0C,Z89.3,Forearm NEC
[SO]Forearm, volar,60213,7NB0B00,7NB0B,Z89.3,Forearm NEC
[SO]Forehead,53860,7NB2900,7NB29,Z92.1,Head NEC
[SO]Foreskin,6206,7N51511,7N515,Z42.6,Prepuce
[SO]Fourth metatarsal,33862,7NACJ00,7NACJ,Z80.2,Metatarsal NEC
[SO]Fourth metatarsophalangeal joint,59656,7NAJE00,7NAJE,Z86.5,Metatarsophalangeal joint of toe NEC
[SO]Fourth tarso-metatarsal joint,100442,7NAJ900,7NAJ9,Z86.3,Tarsometatarsal joint
[SO]Fourth toe,52981,7NB1Y00,7NB1Y,Z90.7,Toe NEC
[SO]Fourth ventricle of brain,49415,7N01200,7N012,Z02.3,Fourth ventricle of brain
[SO]Front of chest,73957,7NB2L00,7NB2L,Z92.4,Chest NEC
[SO]Front of neck,52982,7NB2G00,7NB2G,Z92.3,Neck NEC
[SO]Frontal bone,35379,7N90000,7N900,Z63.1,Frontal bone
[SO]Frontal sinus,38674,7N21100,7N211,Z23.2,Frontal sinus
[SO]Gall bladder,7546,7N33100,7N331,Z30.2,Gall bladder
[SO]Gastro-oesophageal junction,88283,7N35000,7N350,O11.1,Gastro-oesophageal junction
[SO]Gastrocnemius,17102,7N86700,7N867,Z58.1,Triceps surae
[SO]Gastroduodenal artery,106729,7NB7000,7NB70,Z96.1,Gastroduodenal artery
[SO]Genital region,72681,7NB2g00,7NB2g,Z92.8,Specified region of body NEC
[SO]Genitofemoral nerve,39414,7N09G00,7N09G,Z10.8,Specified lumbar plexus NEC
[SO]Gingiva,9923,7N23300,7N233,Z25.4,Gingiva
[SO]Gleno-humeral ligament,101594,7NC3400,7NC34,Z87.2,Ligament of joint
[SO]Glenohumeral joint,21143,7NAD200,7NAD2,Z81.3,Glenohumeral joint
[SO]Glenoid cavity of scapula,37068,7NA0400,7NA04,Z68.4,Glenoid cavity of scapula
[SO]Glenoid labrum,102148,7NC3500,7NC35,Z87.8,Specified part of musculoskeletal system NEC
[SO]Glossopharyngeal nerve (IX),46480,7N03200,7N032,Z04.3,Glossopharyngeal nerve (ix)
[SO]Gluteal vein,57518,7N4A300,7N4A3,Z39.8,Specified vein NEC
[SO]Gluteus,52515,7N85000,7N850,Z57.1,Gluteus
[SO]Gluteus maximus,45720,7N85700,7N857,Z57.1,Gluteus
[SO]Gluteus medius,43869,7N85800,7N858,Z57.1,Gluteus
[SO]Gluteus minimus,60641,7N85900,7N859,Z57.1,Gluteus
[SO]Gracilis,36108,7N85N00,7N85N,Z57.4,Adductor muscle of thigh
[SO]Gravid uterus,52840,7N61100,7N611,Z45.2,Gravid uterus
[SO]Great auricular nerve,65244,7N0C200,7N0C2,Z12.8,Specified nerve NEC
[SO]Great occipital nerve,17885,7N0C000,7N0C0,Z12.8,Specified nerve NEC
[SO]Great saphenous vein,51143,7N4A500,7N4A5,Z39.5,Saphenous vein NEC
[SO]Great toe NEC,7491,7NB1500,7NB15,Z90.6,Great toe NEC
[SO]Greater trochanter,61221,7NA8500,7NA85,Z76.3,Trochanter of femur
[SO]Greater tuberosity of humerus,48255,7NA1A00,7NA1A,Z69.2,Tuberosity of humerus
[SO]Groin,1872,7NB1700,7NB17,Z90.8,Specified leg region NEC
[SO]Hamate, hook,39467,7NA4D00,7NA4D,Z72.4,Carpal bone NEC
[SO]Hamate, unspecified,23912,7NA4C00,7NA4C,Z72.4,Carpal bone NEC
[SO]Hamstring, unspecified,8561,7N85600,7N856,Z57.7,Hamstring
[SO]Hand NEC,8875,7NB0300,7NB03,Z89.4,Hand NEC
[SO]Hand, dorsal,52898,7NB0H00,7NB0H,Z89.4,Hand NEC
[SO]Hand, volar,95605,7NB0G00,7NB0G,Z89.4,Hand NEC
[SO]Head of distal phalanx of finger,112580,7NA5Y00,7NA5Y,Z73.4,Phalanx of finger
[SO]Head of distal phalanx of thumb,73511,7NA5d00,7NA5d,Z73.3,Phalanx of thumb
[SO]Head of femur,54201,7NA8000,7NA80,Z76.1,Head of femur
[SO]Head of fibula,28707,7NAA100,7NAA1,Z78.2,Head of fibula
[SO]Head of fifth metatarsal,53149,7NACT00,7NACT,Z80.2,Metatarsal NEC
[SO]Head of first metacarpal,70863,7NA5800,7NA58,Z73.1,First metacarpal
[SO]Head of first metatarsal,57635,7NAC700,7NAC7,Z80.1,First metatarsal
[SO]Head of fourth metatarsal,65708,7NACN00,7NACN,Z80.2,Metatarsal NEC
[SO]Head of humerus,44812,7NA1000,7NA10,Z69.1,Head of humerus
[SO]Head of middle phalanx of finger,114543,7NA5T00,7NA5T,Z73.4,Phalanx of finger
[SO]Head of other metacarpal,56923,7NA5C00,7NA5C,Z73.2,Metacarpal NEC
[SO]Head of proximal phalanx of finger,98863,7NA5H00,7NA5H,Z73.4,Phalanx of finger
[SO]Head of proximal phalanx of thumb,113448,7NA5N00,7NA5N,Z73.3,Phalanx of thumb
[SO]Head of radius,11824,7NA2000,7NA20,Z70.1,Head of radius
[SO]Head of second metatarsal,67745,7NACC00,7NACC,Z80.2,Metatarsal NEC
[SO]Head of talus,34971,7NAB700,7NAB7,Z79.1,Talus
[SO]Head of third metatarsal,105098,7NACH00,7NACH,Z80.2,Metatarsal NEC
[SO]Head of ulna,42583,7NA3300,7NA33,Z71.4,Head of ulna
[SO]Head region NEC,33803,7NB2000,7NB20,Z92.1,Head NEC
[SO]Heart NEC,44346,7N41z00,7N41z,Z33.9,Heart NEC
[SO]Hepatic artery,96266,7N45500,7N455,Z37.6,Hepatic artery
[SO]Hepatic duct NEC,34316,7N33311,7N333,Z30.4,Bile duct NEC
[SO]Hepatic flexure of colon,102766,7N36000,7N360,O30.1,Hepatic flexure
[SO]Hepatic vein,93811,7N47C00,7N47C,Z39.6,Hepatic vein
[SO]Hip joint,9069,7NAG200,7NAG2,Z84.3,Hip joint
[SO]Hip region NEC,10846,7NB1100,7NB11,Z90.2,Hip NEC
[SO]Humerus,10216,7NA1.00,7NA1.,Z69,Humerus
[SO]Humerus NEC,64786,7NA1z00,7NA1z,Z69.9,Humerus NEC
[SO]Hypochondrium,53857,7NB2X00,7NB2X,Z92.6,Abdomen NEC
[SO]Hypogastric plexus,30284,7N09C00,7N09C,Z12.7,Sympathetic nerve
[SO]Hypogastrium,102726,7NB2Y00,7NB2Y,Z92.6,Abdomen NEC
[SO]Hypoglossal nerve (XII),49261,7N03500,7N035,Z04.6,Hypoglossal nerve (xii)
[SO]Hypothenar muscle, unspecified,47884,7N84400,7N844,Z56.5,Hypothenar muscle
[SO]Ileum,11981,7N30500,7N305,Z27.6,Ileum
[SO]Iliac artery NEC,86746,7NB8500,7NB85,Z97.6,Iliac artery NEC
[SO]Iliac crest,53805,7NA7C00,7NA7C,Z75.3,Wing of ilium
[SO]Iliac fossa,70270,7NB2Z00,7NB2Z,Z92.6,Abdomen NEC
[SO]Iliac vein,86024,7NB5000,7NB50,Z93.1,Iliac vein
[SO]Ilio-femoral ligament,101165,7NC5400,7NC54,Z87.2,Ligament of joint
[SO]Iliohypogastric nerve,61622,7N09500,7N095,Z10.5,Iliohypogastric nerve
[SO]Ilioinguinal nerve,41817,7N09400,7N094,Z10.4,Ilioinguinal nerve
[SO]Iliopsoas,40721,7N85100,7N851,Z57.2,Iliopsoas
[SO]Iliotibial tract,33571,7N85B00,7N85B,Z57.5,Tensor fasciae latae
[SO]Ilium,55935,7NA7700,7NA77,Z75.3,Wing of ilium
[SO]Inferior gluteal nerve,46801,7N09E00,7N09E,Z11.8,Specified sacral plexus NEC
[SO]Inferior mesenteric artery,58519,7N45300,7N453,Z37.4,Inferior mesenteric artery
[SO]Inferior oblique muscle of eye,20935,7N14500,7N145,Z17.6,Inferior oblique muscle of eye
[SO]Inferior pubic ramus,35048,7NA7G00,7NA7G,Z75.5,Ramus of pubis
[SO]Inferior rectus muscle of eye,29782,7N14300,7N143,Z17.4,Inferior rectus muscle of eye
[SO]Inferior vena cava,19471,7N47100,7N471,Z39.2,Inferior vena cava
[SO]Infra-umbilical region,98879,7NB2V00,7NB2V,Z92.6,Abdomen NEC
[SO]Infrapatellar bursa,41723,7ND9100,7ND91,Z87.8,Specified part of musculoskeletal system NEC
[SO]Infrapatellar tendon,22484,7N86600,7N866,Z58.7,Infrapatellar tendon
[SO]Infrarenal abdominal aorta,19301,7N42500,7N425,Z34.6,Infrarenal abdominal aorta
[SO]Inguinal lymph node,10490,7N89500,7N895,Z61.6,Inguinal lymph node
[SO]Inner ear,7906,7N18500,7N185,Z21.6,Inner ear
[SO]Innominate artery,54926,7N44111,7N441,Z36.2,Subclavian artery
[SO]Intercarpal joint scapho-lunate,70265,7NAE600,7NAE6,Z82.2,Intercarpal joint
[SO]Intercarpal joint scaphotrapezium-trapezoid (S.T.T.),100752,7NAE700,7NAE7,Z82.2,Intercarpal joint
[SO]Intercarpal joint, unspecified,52077,7NAE100,7NAE1,Z82.2,Intercarpal joint
[SO]Intercondylar crest of tibia,101527,7NA9700,7NA97,Z77.4,Upper end of tibia NEC
[SO]Intercondylar notch of femur,73770,7NA8E00,7NA8E,Z76.5,Lower end of femur NEC
[SO]Intercostal artery,93808,7NB6000,7NB60,Z95.1,Intercostal artery
[SO]Intercostal muscle,12308,7N88D00,7N88D,Z60.8,Specified muscle NEC
[SO]Intermediate cuneiform,91465,7NABK00,7NABK,Z79.5,Cuneiform bone
[SO]Internal carotid artery,60102,7NB6600,7NB66,Z95.7,Internal carotid artery
[SO]Internal carotid artery,60102,7NB6600,7N446,Z95.7,Internal carotid artery
[SO]Internal carotid artery,22447,7N44600,7NB66,Z95.7,Internal carotid artery
[SO]Internal carotid artery,22447,7N44600,7N446,Z95.7,Internal carotid artery
[SO]Internal iliac artery,43461,7N46100,7N461,Z38.2,Internal iliac artery
[SO]Internal iliac vein,35370,7N4A100,7N4A1,Z93.1,Iliac vein
[SO]Internal jugular vein,36836,7N47600,7N476,Z39.8,Specified vein NEC
[SO]Internal mammary artery,91194,7N44J00,7N44J,Z36.6,Internal mammary artery
[SO]Internal nose,52892,7N20300,7N203,Z22.4,Internal nose
[SO]Interosseous ligament,100041,7NC4D00,7NC4D,Z87.2,Ligament of joint
[SO]Interosseous muscle of foot,94606,7N87400,7N874,Z59.5,Interosseous muscle of foot
[SO]Interosseous muscle of hand,52692,7N84500,7N845,Z56.6,Interosseous muscle of hand
[SO]Interphalangeal joint of finger NEC,59809,7NAF500,7NAF5,Z83.6,Interphalangeal joint of finger NEC
[SO]Interphalangeal joint of great toe,11879,7NAJG00,7NAJG,Z86.6,Interphalangeal joint of toe
[SO]Interphalangeal joint of thumb,21374,7NAF200,7NAF2,Z83.3,Interphalangeal joint of thumb
[SO]Interphalangeal joint of toe,21469,7NAJ500,7NAJ5,Z86.6,Interphalangeal joint of toe
[SO]Interspinous ligament in cervical region,103300,7NC0700,7NC07,Z87.2,Ligament of joint
[SO]Interspinous ligament in lumbar region,98116,7NC2400,7NC24,Z87.2,Ligament of joint
[SO]Interspinous ligament in thoracic region,61818,7NC1400,7NC14,Z87.2,Ligament of joint
[SO]Intertarsal joint,31779,7NAJ100,7NAJ1,Z86.2,Intertarsal joint
[SO]Intertransverse ligament in lumbar region,115280,7NC2300,7NC23,Z87.2,Ligament of joint
[SO]Intervert and facet joints,17205,7N94.00,7N94.,Z67,Intervertebral joint
[SO]Intervertebral disc,66146,7NBA.00,7NBA.,Z99,Intervertebral disc
[SO]Intervertebral disc NEC,94337,7NBAz00,7NBAz,Z99.9,Intervertebral disc NEC
[SO]Intervertebral disc of cervical spine,87880,7NBA000,7NBA0,Z99.1,Intervertebral disc of cervical spine
[SO]Intervertebral disc of lumbar spine,47579,7NBA200,7NBA2,Z99.3,Intervertebral disc of lumbar spine
[SO]Intervertebral disc of thoracic spine,91914,7NBA100,7NBA1,Z99.2,Intervertebral disc of thoracic spine
[SO]Intervertebral joint NEC,53627,7N94z00,7N94z,Z67.9,Intervertebral joint NEC
[SO]Intraventricular meninges of brain,54527,7N04500,7N045,Z05.6,Intraventricular meninges of brain
[SO]Intrinsic wrist ligament,109422,7NC4C00,7NC4C,Z87.2,Ligament of joint
[SO]Introitus of vagina,14772,7N60400,7N604,Z44.5,Introitus of vagina
[SO]Iris,10384,7N15300,7N153,Z18.4,Iris
[SO]Ischial spine,53049,7NA7L00,7NA7L,Z75.4,Ischium
[SO]Ischial tuberosity,53949,7NA7K00,7NA7K,Z75.4,Ischium
[SO]Ischiofemoral ligament,113017,7NC5500,7NC55,Z87.2,Ligament of joint
[SO]Ischium, unspecified,34733,7NA7300,7NA73,Z75.4,Ischium
[SO]Jaw,8245,7N92.00,7N92.,Z65,Jaw
[SO]Jaw NEC,53776,7N92z00,7N92z,Z65.9,Jaw NEC
[SO]Jejunum,41005,7N30400,7N304,Z27.5,Jejunum
[SO]Joint NEC,9898,7NAK300,7NAK3,Z87.4,Joint NEC
[SO]Joint of finger,9440,7NAF.00,7NAF.,Z83,Joint of finger
[SO]Joint of finger NEC,59820,7NAFz00,7NAFz,Z83.9,Joint of finger NEC
[SO]Joint of foot NEC,70913,7NAJz00,7NAJz,Z86.9,Joint of foot NEC
[SO]Joint of lower leg or tarsus,27981,7NAH.00,7NAH.,Z85,Joint of lower leg or tarsus
[SO]Joint of pelvis or upper leg,21896,7NAG.00,7NAG.,Z84,Joint of pelvis or upper leg
[SO]Joint of pelvis or upper leg NEC,92347,7NAGz00,7NAGz,Z84.9,Joint of pelvis or upper leg NEC
[SO]Joint of shoulder girdle or arm,21890,7NAD.00,7NAD.,Z81,Joint of shoulder girdle or arm
[SO]Joint of shoulder girdle or arm NEC,59786,7NADz00,7NADz,Z81.9,Joint of shoulder girdle or arm NEC
[SO]Joint of wrist or hand,8064,7NAE.00,7NAE.,Z82,Joint of wrist or hand
