prodcode,CodingSystem,productname,gemscriptcode
45941,prodcode,Tegretol Prolonged Release 200mg tablets (Novartis Pharmaceuticals UK Ltd),99731020
46319,prodcode,Trobalt 50mg tablets (GlaxoSmithKline UK Ltd),99885020
46320,prodcode,Trobalt 100mg tablets (GlaxoSmithKline UK Ltd),99887020
46380,prodcode,Retigabine 100mg tablets,99877020
46381,prodcode,Retigabine 50mg tablets,99875020
46572,prodcode,Topiramate 50mg/5ml oral suspension,00207021
46622,prodcode,Retigabine 200mg tablets,99879020
46774,prodcode,Sodium valproate 500mg gastro-resistant tablets (Teva UK Ltd),59989020
46775,prodcode,Lamotrigine 50mg tablets (Teva UK Ltd),71158020
46787,prodcode,Retigabine 50mg tablets and Retigabine 100mg tablets,99899020
46788,prodcode,Retigabine 300mg tablets,99881020
46796,prodcode,Clobazam 10mg/5ml oral solution,00419021
46850,prodcode,Clobazam 5mg/5ml oral solution,00421021
46888,prodcode,Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd),62263020
46972,prodcode,Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd),61213020
47014,prodcode,Phenytoin 90mg/5ml oral suspension,00515021
47032,prodcode,Trobalt 200mg tablets (GlaxoSmithKline UK Ltd),99889020
47066,prodcode,Clonazepam 500micrograms/5ml oral solution,00507021
47143,prodcode,Zonisamide 50mg/5ml oral suspension,00553021
47294,prodcode,Carbamazepine sr 400mg Tablet (IVAX Pharmaceuticals UK Ltd),63552020
47579,prodcode,Gabapentin 100mg capsules (Sandoz Ltd),74481020
47670,prodcode,Phenytoin 100mg Capsule (Actavis UK Ltd),50275020
47715,prodcode,Trobalt 300mg tablets (GlaxoSmithKline UK Ltd),99891020
47770,prodcode,Retigabine 400mg tablets,99883020
47812,prodcode,Phenobarbital 60mg Tablet (Celltech Pharma Europe Ltd),50260020
47817,prodcode,Lamotrigine 50mg tablets (IVAX Pharmaceuticals UK Ltd),70875020
47963,prodcode,Lamotrigine 25mg tablets (Fannin UK Ltd),70915020
48010,prodcode,Clobazam 25mg/5ml oral suspension,97313020
48035,prodcode,Gabapentin 300mg capsules (Mylan),70798020
48060,prodcode,Gabapentin 300mg capsules (Sandoz Ltd),70817020
48164,prodcode,Lamotrigine 25mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd),71050020
48182,prodcode,Lamotrigine 25mg tablets (Arrow Generics Ltd),71403020
48253,prodcode,Lyrica 150mg capsules (Lexon (UK) Ltd),10912020
48397,prodcode,Tegretol Prolonged Release 200mg tablets (DE Pharmaceuticals),04714020
48544,prodcode,Clonazepam 500micrograms/5ml oral solution sugar free,40422020
49084,prodcode,Lacosamide 10mg/ml oral solution sugar free,38943020
49532,prodcode,Lamotrigine 25mg tablets (Accord Healthcare Ltd),39821020
49789,prodcode,Phenytoin sodium 50mg capsules (Flynn Pharma Ltd),44398020
49833,prodcode,Tegretol 200mg tablets (Lexon (UK) Ltd),04698020
49923,prodcode,Epilim Chrono 200 tablets (Lexon (UK) Ltd),04813020
50108,prodcode,Clonazepam 2mg/5ml oral solution sugar free,40180020
50110,prodcode,Keppra 250mg tablets (Mawdsley-Brooks & Company Ltd),05152020
50147,prodcode,Phenytoin sodium 100mg capsules (Flynn Pharma Ltd),44399020
50148,prodcode,Phenytoin sodium 25mg capsules (Flynn Pharma Ltd),44397020
50159,prodcode,Phenytoin sodium 300mg capsules (Flynn Pharma Ltd),44396020
50235,prodcode,Lamotrigine 25mg tablets (A A H Pharmaceuticals Ltd),71034020
50285,prodcode,Perampanel 2mg tablets,45070020
50389,prodcode,Clobazam 4mg/5ml oral solution,19425020
50442,prodcode,Phenobarbital sodium 50mg/5ml oral solution,31285020
50696,prodcode,Primidone 250mg/5ml oral suspension (Drug Tariff Special Order),09788020
51108,prodcode,Levetiracetam 500mg tablets (Accord Healthcare Ltd),39824020
51118,prodcode,Gabapentin 300mg capsules (Ranbaxy (UK) Ltd),04972020
51227,prodcode,Pregabalin 20mg/ml oral solution sugar free,41880020
51309,prodcode,Lamictal 25mg tablets (DE Pharmaceuticals),04887020
51326,prodcode,Phenobarbital 50mg/5ml oral solution,20979020
51416,prodcode,Rufinamide 40mg/ml oral suspension sugar free,41280020
51425,prodcode,Clobazam 2.5mg/5ml oral solution,19407020
51501,prodcode,Lamictal 25mg tablets (Lexon (UK) Ltd),04891020
51583,prodcode,Primidone 100mg/5ml oral suspension,36324020
51751,prodcode,Sodium valproate 200mg gastro-resistant tablets (Wockhardt UK Ltd),78712020
51756,prodcode,Keppra 100mg/ml oral solution (Lexon (UK) Ltd),19080020
51760,prodcode,Tegretol 400mg tablets (Lexon (UK) Ltd),04705020
51839,prodcode,Topamax 25mg sprinkle capsules (Mawdsley-Brooks & Company Ltd),05085020
51924,prodcode,Lyrica 20mg/ml oral solution (Pfizer Ltd),41881020
52007,prodcode,Keppra 500mg tablets (Sigma Pharmaceuticals Plc),05141020
52052,prodcode,Clobazam 4mg/5ml oral suspension,19427020
52056,prodcode,Clobazam 2.5mg/5ml oral suspension,19409020
52093,prodcode,Clobazam 100mg/5ml oral suspension,30413020
52473,prodcode,Vimpat 10mg/ml syrup (UCB Pharma Ltd),41216020
52547,prodcode,Lyrica 50mg capsules (Waymade Healthcare Plc),10932020
52623,prodcode,Keppra 250mg tablets (Sigma Pharmaceuticals Plc),05151020
52680,prodcode,Clobazam 7.5mg/5ml oral solution,30439020
52751,prodcode,Topiramate 5mg/5ml oral solution,34696020
52840,prodcode,Tegretol Prolonged Release 400mg tablets (Necessity Supplies Ltd),04733020
53016,prodcode,Keppra 100mg/ml oral solution (Sigma Pharmaceuticals Plc),19079020
53066,prodcode,Felbamate 600mg tablets,09860020
53082,prodcode,Perampanel 4mg tablets,45072020
53172,prodcode,Primidone 50mg capsules,91742020
53188,prodcode,Carbamazepine 500mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd),74729020
53195,prodcode,Epilim Chrono 200 tablets (DE Pharmaceuticals),04815020
53197,prodcode,Sodium valproate 300mg modified-release tablets (Sigma Pharmaceuticals Plc),04819020
53211,prodcode,Valproic acid 500mg/5ml oral solution,36907020
53296,prodcode,Gabapentin 300mg capsules (Actavis UK Ltd),75089020
53307,prodcode,Levetiracetam 100mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),78154020
53311,prodcode,Clonazepam 500microgram tablets (Phoenix Healthcare Distribution Ltd),04751020
53343,prodcode,Keppra 1g tablets (Lexon (UK) Ltd),05131020
53476,prodcode,Keppra 250mg tablets (Waymade Healthcare Plc),05149020
53492,prodcode,Tegretol Prolonged Release 200mg tablets (Sigma Pharmaceuticals Plc),04715020
53501,prodcode,Epilim Chrono 500 tablets (Lexon (UK) Ltd),04827020
53524,prodcode,Epilim Chrono 300 tablets (DE Pharmaceuticals),04822020
53739,prodcode,Clonazepam 2mg tablets (Sigma Pharmaceuticals Plc),04756020
53749,prodcode,Phenytoin sodium 100mg capsules (A A H Pharmaceuticals Ltd),45177020
53750,prodcode,Phenytoin sodium 50mg capsules (A A H Pharmaceuticals Ltd),45175020
53779,prodcode,Topiramate 25mg capsules (Sandoz Ltd),42196020
53780,prodcode,Topiramate 25mg tablets (Sandoz Ltd),42194020
53784,prodcode,Gabapentin 300mg/5ml oral solution,19972020
53846,prodcode,Phenytoin sodium 300mg capsules (A A H Pharmaceuticals Ltd),45171020
53893,prodcode,Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd),04730020
54146,prodcode,Fycompa 2mg tablets (Eisai Ltd),45071020
54190,prodcode,Trobalt 400mg tablets (GlaxoSmithKline UK Ltd),99893020
54194,prodcode,Perampanel 6mg tablets,45074020
54195,prodcode,Perampanel 8mg tablets,45076020
54245,prodcode,Topiramate 25mg capsules (A A H Pharmaceuticals Ltd),77006020
54276,prodcode,Lamotrigine 5mg dispersible tablets sugar free (Actavis UK Ltd),74431020
54445,prodcode,Carbamazepine 400mg tablets (Sigma Pharmaceuticals Plc),04704020
54500,prodcode,Levetiracetam 250mg granules sachets sugar free,47008020
54571,prodcode,Levetiracetam 1g granules sachets sugar free,47006020
54594,prodcode,Perampanel 10mg tablets,45066020
54595,prodcode,Perampanel 12mg tablets,45068020
54609,prodcode,Gabapentin 50mg/ml oral solution sugar free,46732020
54631,prodcode,Levetiracetam 500mg tablets (Teva UK Ltd),78241020
54632,prodcode,Levetiracetam 250mg tablets (Teva UK Ltd),78238020
54739,prodcode,Levetiracetam 500mg tablets (Alliance Healthcare (Distribution) Ltd),05145020
54759,prodcode,Clobazam 5mg/5ml oral suspension sugar free,47020020
54828,prodcode,Sodium valproate 600mg/5ml oral solution,34510020
54872,prodcode,Fycompa 4mg tablets (Eisai Ltd),45073020
54873,prodcode,Zonisamide 50mg/5ml oral solution,37703020
54905,prodcode,Fycompa 8mg tablets (Eisai Ltd),45077020
54934,prodcode,Tapclob 5mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),47021020
54984,prodcode,Phenytoin 300mg/5ml oral solution,36498020
55006,prodcode,Sodium valproate 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),04823020
55019,prodcode,Phenobarbital 250mg/5ml oral suspension,31133020
55253,prodcode,Levetiracetam 500mg granules sachets sugar free,47010020
55481,prodcode,Clobazam 10mg/5ml oral suspension sugar free,47018020
55502,prodcode,Phenobarbital 75mg/5ml oral suspension,98623020
55535,prodcode,Gabapentin 300mg capsules (Almus Pharmaceuticals Ltd),78466020
55624,prodcode,Gabapentin 300mg capsules (Bristol Laboratories Ltd),43847020
55644,prodcode,Lamotrigine 25mg tablets (Bristol Laboratories Ltd),04890020
55649,prodcode,Topiramate 15mg capsules (A A H Pharmaceuticals Ltd),77003020
55796,prodcode,Phenobarbital sodium 15mg/5ml oral solution,31253020
55904,prodcode,Carbamazepine 100mg tablets (Mylan),60261020
55972,prodcode,Pregabalin 150mg/5ml oral solution,35980020
56076,prodcode,Sodium valproate 500mg/5ml oral suspension,39721020
56136,prodcode,Epilim Chrono 300 tablets (Waymade Healthcare Plc),04817020
56326,prodcode,Desitrend 500mg granules sachets (Desitin Pharma Ltd),47011020
56504,prodcode,Lamotrigine 25mg dispersible tablets sugar free (Tillomed Laboratories Ltd),04913020
56734,prodcode,Carbamazepine 100mg tablets (Phoenix Healthcare Distribution Ltd),04694020
56755,prodcode,Levetiracetam 250mg/5ml oral suspension,32593020
56781,prodcode,Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),47019020
56786,prodcode,Phenytoin sodium 100mg tablets (Milpharm Ltd),43845020
56880,prodcode,Phenobarbital 30mg tablets (Kent Pharmaceuticals Ltd),04767020
57120,prodcode,Gabapentin 100mg capsules (Mylan),70795020
57247,prodcode,Phenobarbital 100mg/5ml oral suspension,31688020
57349,prodcode,Fycompa 6mg tablets (Eisai Ltd),45075020
57510,prodcode,Frisium 10mg tablets (Waymade Healthcare Plc),03246020
57527,prodcode,Neurontin 300mg capsules (Dowelhurst Ltd),04967020
57643,prodcode,Zonisamide 50mg/5ml oral suspension,37705020
57649,prodcode,Gabapentin 300mg capsules (Arrow Generics Ltd),04971020
57664,prodcode,Clonazepam 250micrograms/5ml oral suspension,19483020
57670,prodcode,Topiramate 50mg capsules (Sandoz Ltd),42149020
57722,prodcode,Phenobarbital 25mg/5ml oral solution,31326020
57726,prodcode,Tegretol Prolonged Release 200mg tablets (Mawdsley-Brooks & Company Ltd),04718020
57863,prodcode,Lamotrigine 50mg tablets (Alliance Healthcare (Distribution) Ltd),04849020
57874,prodcode,Topiramate 12.5mg/5ml oral suspension,34589020
57898,prodcode,Carbamazepine 100mg/5ml oral suspension,31830020
58019,prodcode,Topiramate 25mg tablets (Teva UK Ltd),76848020
58137,prodcode,Topiramate 100mg/5ml oral solution,34672020
58162,prodcode,Gabapentin 600mg/5ml oral solution,35048020
58179,prodcode,Levetiracetam 250mg/5ml oral solution,32591020
58382,prodcode,Gabapentin 100mg capsules (Actavis UK Ltd),75086020
58383,prodcode,Gabapentin 400mg capsules (Almus Pharmaceuticals Ltd),04993020
58460,prodcode,Clonazepam 312.5micrograms/5ml oral suspension,30223020
58472,prodcode,Gabapentin 300mg/5ml oral suspension,19976020
58482,prodcode,Clonazepam 500microgram tablets (A A H Pharmaceuticals Ltd),75380020
58515,prodcode,Tegretol 100mg/5ml liquid (Lexon (UK) Ltd),04738020
58527,prodcode,Desitrend 1000mg granules sachets (Desitin Pharma Ltd),47007020
58532,prodcode,Phenobarbital 34mg/5ml oral suspension,31149020
58539,prodcode,Phenytoin 90mg/5ml oral solution,35240020
58706,prodcode,Levetiracetam 250mg tablets (Zentiva),42199020
58846,prodcode,Phenobarbital 30mg tablets (Almus Pharmaceuticals Ltd),04771020
58891,prodcode,Phenobarbital 60mg tablets (A A H Pharmaceuticals Ltd),55758020
58905,prodcode,Phenobarbital 15mg/5ml elixir (Alliance Healthcare (Distribution) Ltd),04779020
58960,prodcode,Gabapentin 100mg capsules (Zentiva),71825020
59013,prodcode,Phenobarbital 60mg/5ml oral solution,31189020
59038,prodcode,Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),04741020
59047,prodcode,Mysoline 250mg tablets (DE Pharmaceuticals),04803020
59051,prodcode,Topiramate 50mg tablets (Accord Healthcare Ltd),05027020
59058,prodcode,Topiramate 20mg/5ml oral suspension,34690020
59065,prodcode,Phenobarbital 15mg/5ml elixir (Thornton & Ross Ltd),53307020
59082,prodcode,Phenytoin sodium 100mg capsules (Alliance Healthcare (Distribution) Ltd),45176020
59088,prodcode,Primidone 250mg tablets (SERB),17794021
59120,prodcode,Lamotrigine 100mg tablets (A A H Pharmaceuticals Ltd),71040020
59125,prodcode,Lamotrigine 100mg tablets (Alliance Healthcare (Distribution) Ltd),04866020
59128,prodcode,Levetiracetam 250mg tablets (Accord Healthcare Ltd),39825020
59136,prodcode,Phenobarbital 30mg tablets (Bristol Laboratories Ltd),43843020
59144,prodcode,Vigabatrin 500mg/5ml oral solution,33693020
59147,prodcode,Gabapentin 600mg tablets (Zentiva),76489020
59196,prodcode,Gabapentin 400mg/5ml oral solution,35294020
59211,prodcode,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd),04696020
59232,prodcode,Phenobarbital 15mg/5ml elixir (A A H Pharmaceuticals Ltd),04778020
59241,prodcode,Lamotrigine 100mg dispersible tablets sugar free (Teva UK Ltd),71175020
59242,prodcode,Lamotrigine 25mg dispersible tablets sugar free (Teva UK Ltd),71172020
59273,prodcode,Lamotrigine 50mg tablets (A A H Pharmaceuticals Ltd),71037020
59293,prodcode,Phenytoin sodium 300mg capsules (Alliance Healthcare (Distribution) Ltd),45170020
59318,prodcode,Lamotrigine 25mg tablets (Alliance Healthcare (Distribution) Ltd),04882020
59377,prodcode,Phenytoin sodium 100mg capsules (Actavis UK Ltd),20738021
59378,prodcode,Phenytoin sodium 100mg tablets (Wockhardt UK Ltd),76010020
59389,prodcode,Primidone 250mg tablets (A A H Pharmaceuticals Ltd),20209021
59396,prodcode,Clonazepam 500microgram tablets (Almus Pharmaceuticals Ltd),04752020
59413,prodcode,Primidone 50mg tablets (SERB),17818021
59428,prodcode,Carbamazepine 100mg tablets (Almus Pharmaceuticals Ltd),38907020
59429,prodcode,Carbamazepine 200mg tablets (Almus Pharmaceuticals Ltd),38908020
59430,prodcode,Carbamazepine 400mg tablets (Almus Pharmaceuticals Ltd),38909020
59451,prodcode,Primidone 250mg tablets (Alliance Healthcare (Distribution) Ltd),17430021
59467,prodcode,Phenytoin sodium 25mg capsules (Alliance Healthcare (Distribution) Ltd),45172020
59504,prodcode,Phenytoin sodium 100mg tablets (Alliance Healthcare (Distribution) Ltd),04786020
59520,prodcode,PHENOBARBITONE 50MG & PHENYTOIN 100MG MG CAP,02116007
59574,prodcode,Phenobarbital 15mg tablets (Kent Pharmaceuticals Ltd),04763020
59609,prodcode,Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd),71055020
59622,prodcode,Fycompa 10mg tablets (Eisai Ltd),45067020
59696,prodcode,Carbamazepine 400mg tablets (Kent Pharmaceuticals Ltd),04702020
59697,prodcode,Carbamazepine 10mg/5ml oral suspension,31834020
59715,prodcode,Phenobarbital 30mg tablets (Alliance Healthcare (Distribution) Ltd),04768020
59745,prodcode,Carbamazepine 100mg/5ml oral suspension sugar free (DE Pharmaceuticals),16720021
59746,prodcode,Carbamazepine 100mg tablets (DE Pharmaceuticals),16717021
59795,prodcode,Phenobarbital 15mg tablets (Bristol Laboratories Ltd),43842020
59838,prodcode,Primidone 50mg tablets (Alliance Healthcare (Distribution) Ltd),17465021
59868,prodcode,Phenobarbital 15mg tablets (A A H Pharmaceuticals Ltd),55756020
59887,prodcode,Carbamazepine 200mg tablets (Mylan),60262020
59917,prodcode,Phenobarbital 50mg/5ml oral solution (Special Order),20980020
59964,prodcode,Desitrend 250mg granules sachets (Desitin Pharma Ltd),47009020
60059,prodcode,Phenobarbital 60mg tablets (Kent Pharmaceuticals Ltd),04772020
60083,prodcode,Fycompa 12mg tablets (Eisai Ltd),45069020
60102,prodcode,Sodium valproate 500mg modified-release tablets (J M McGill Ltd),17433021
60133,prodcode,Tegretol Prolonged Release 400mg tablets (Sigma Pharmaceuticals Plc),04727020
60156,prodcode,Topiramate 25mg capsules (Actavis UK Ltd),05083020
60181,prodcode,Carbagen 100mg tablets (Mylan),23081021
60187,prodcode,Carbagen 200mg tablets (Mylan),23082021
60212,prodcode,Phenobarbital 15mg/5ml oral solution,31322020
60245,prodcode,Phenytoin 90mg/5ml oral suspension (Drug Tariff Special Order),21032020
60268,prodcode,Lamotrigine 200mg tablets (A A H Pharmaceuticals Ltd),71043020
60320,prodcode,Clobazam 5mg/5ml oral suspension (Special Order),19442020
60332,prodcode,Sodium valproate 200mg/5ml oral solution sugar free (Wockhardt UK Ltd),04835020
60389,prodcode,Gabapentin 300mg capsules (Creo Pharma Ltd),20740021
60405,prodcode,Carbagen 400mg tablets (Mylan),23083021
60424,prodcode,Lamictal 25mg dispersible tablets (Lexon (UK) Ltd),04916020
60432,prodcode,Topiramate 10mg/5ml oral solution,34674020
60543,prodcode,Pregabalin 75mg/5ml oral solution,35334020
60573,prodcode,Phenytoin sodium 50mg capsules (Alliance Healthcare (Distribution) Ltd),45174020
60578,prodcode,Lamotrigine 200mg tablets (Waymade Healthcare Plc),14527021
60598,prodcode,Phenobarbital sodium 15mg/5ml oral suspension,31255020
60648,prodcode,Phenobarbital 15mg/5ml oral suspension,31324020
60804,prodcode,Lamotrigine 50mg/5ml oral suspension,20259020
60878,prodcode,Topiramate 15mg/5ml oral solution,36884020
60978,prodcode,Primidone 50mg tablets (A A H Pharmaceuticals Ltd),21444021
61015,prodcode,Clonazepam 500microgram oral lyophilisates sugar free,37662020
61143,prodcode,Carbamazepine 100mg tablets (Actavis UK Ltd),56862020
61166,prodcode,Levetiracetam 100mg/ml oral solution sugar free (Beacon Pharmaceuticals Ltd),39382020
61198,prodcode,Topiramate 15mg/5ml oral suspension,36886020
61217,prodcode,Phenobarbital 50mg/5ml oral suspension (Special Order),20978020
61266,prodcode,Gabapentin 300mg capsules (Waymade Healthcare Plc),47368020
61375,prodcode,Phenobarbital sodium 50mg/5ml oral suspension,31287020
61377,prodcode,Carbamazepine 100mg tablets (Kent Pharmaceuticals Ltd),04691020
61462,prodcode,Levetiracetam 250mg tablets (DE Pharmaceuticals),23727021
61468,prodcode,Keppra 250mg tablets (Necessity Supplies Ltd),05153020
61529,prodcode,Desitrend 100mg/ml oral solution (Desitin Pharma Ltd),20341021
61623,prodcode,Lamotrigine 50mg tablets (Accord Healthcare Ltd),39819020
61624,prodcode,Lamotrigine 100mg tablets (Accord Healthcare Ltd),39820020
61625,prodcode,Lamotrigine 200mg tablets (Accord Healthcare Ltd),39822020
61626,prodcode,Clonazepam 500microgram tablets (Teva UK Ltd),04749020
61630,prodcode,Topiramate 100mg tablets (Teva UK Ltd),76852020
61760,prodcode,Vimpat 200mg/20ml solution for infusion vials (UCB Pharma Ltd),95739020
61769,prodcode,Phenytoin sodium 25mg capsules (A A H Pharmaceuticals Ltd),45173020
