Condition,Prodcode,ProductName,Gemscriptcode
Constipation,49197,Relaxit Micro-enema 5ml (Supra Enterprises Ltd),13942021
Constipation,49549,CitraFleet oral powder 15.08g sachets (Casen Recordati S.L.),37198020
Constipation,49582,Ispaghula husk oral powder sugar free,36671020
Constipation,49782,Sterculia 62% granules 7g sachets gluten free,12857020
Constipation,50354,Bisacodyl 7.5mg suppositories,37461020
Constipation,50388,Sodium dihydrogen phosphate dihydrate 680mg / Sodium bicarbonate 500mg suppositories,30198020
Constipation,50553,Epsom Salts (Bell,Sons & Co (Druggists) Ltd),35920020
Constipation,50604,Pyridostigmine bromide 60mg/5ml oral solution,20656020
Constipation,50731,Fleet Bisacodyl 10mg/30ml enema (Imported (United States)),37147020
Constipation,51033,Husk oral powder (Savant Distribution Ltd),36672020
Constipation,51238,Fybogel Orange 3.5g effervescent granules sachets SF (Waymade Healthcare Plc),39920020
Constipation,51251,Boots Compound Laxative Syrup of Figs (The Boots Company Plc),21633020
Constipation,51486,Ortisan Fruits & Fibre Cubes (BBI Healthcare Ltd),35889020
Constipation,51540,Magnesium sulfate powder,35917020
Constipation,51682,Macrogol compound oral liquid NPF sugar free,38074020
Constipation,51744,Fig 500microlitres/5ml / Senna fruit 400microlitres/5ml oral solution,21632020
Constipation,52697,Epsom Salts (The Boots Company Plc),35919020
Constipation,52936,Fybogel Lemon 3.5g effervescent granules sachets SF (Waymade Healthcare Plc),39918020
Constipation,53857,Macroherm oral powder 13.8g sachets (Ennogen Pharma Ltd),46087020
Constipation,54356,Ispaghula husk 3.5g effervescent granules sachets gluten free sugar free (Phoenix Healthcare Distribution Ltd),10380020
Constipation,54558,Lactulose 3.1-3.7g/5ml oral solution (Arrow Generics Ltd),581020
Constipation,54681,Bisacodyl 5mg/5ml rectal solution,98501020
Constipation,54949,Generic Picolax oral powder 16.1g sachets sugar free,13559020
Constipation,55031,Lactulose 10g/15ml oral solution 15ml sachets sugar free (A A H Pharmaceuticals Ltd),41654020
Constipation,55574,Macrogol compound oral powder sachets sugar free (Waymade Healthcare Plc),47710020
Constipation,55602,Bisacodyl 2.74mg/ml rectal solution (Drug Tariff Special Order),21060020
Constipation,55869,Paraffin emulsion (C P Pharmaceuticals Ltd),50197020
Constipation,56055,Sodium dihydrogen phosphate dihydrate 780mg/5ml oral solution,35896020
Constipation,56496,Lactulose 10g oral powder sachets,28748020
Constipation,56513,Normax capsules (Galen Ltd),96983020
Constipation,56728,Macrogol compound oral powder sachets sugar free (J M McGill Ltd),15737021
Constipation,56783,Lactulose 3.1-3.7g/5ml oral solution (Phoenix Healthcare Distribution Ltd),582020
Constipation,57122,Califig Syrup of Figs oral solution (Seven Seas Ltd),37076020
Constipation,57396,Macrogol compound oral powder sachets sugar free (Alliance Healthcare (Distribution) Ltd),16822021
Constipation,57575,Lecicarbon E suppositories (Imported (Germany)),30199020
Constipation,57576,Glycerol 4g suppositories (Teva UK Ltd),598020
Constipation,59468,Lecicarbon A suppositories (Aspire Pharma Ltd),17358021
Constipation,60361,Entrolax Constipation Relief 5mg gastro-resistant tablets (Galpharm International Ltd),541020
Constipation,60391,CosmoCol Orange Lemon and Lime oral powder sachets (Stirling Anglian Pharmaceuticals Ltd),21463021
Constipation,60748,CosmoCol Lemon and Lime Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd),25569021
Constipation,60819,Macrogol compound oral powder sachets sugar free (Actavis UK Ltd),25567021
Constipation,60844,CosmoCol Orange Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd),25568021
Constipation,60848,Lactulose 3.1-3.7g/5ml oral solution (Almus Pharmaceuticals Ltd),583020
Constipation,60892,Macrogol compound oral powder sachets sugar free (DE Pharmaceuticals),23808021
Constipation,61192,Macilax Paediatric oral powder 6.9g sachets (Teva UK Ltd),26815021
Constipation,61238,Bisacodyl 5mg/5ml oral suspension,19129020
Constipation,62124,Potter's Senna 7.5mg tablets (Potter's (Herbal Supplies) Ltd),566020
Constipation,62360,Macilax oral powder 13.8g sachets (Teva UK Ltd),26811021
Constipation,62447,Pyridostigmine bromide 180mg/5ml oral suspension,35369020
Constipation,62654,Glycerin 4g Suppository (C P Pharmaceuticals Ltd),51339020
Constipation,62905,Macrogol compound half-strength oral powder sachets NPF sugar free (AM Distributions (Yorkshire) Ltd),44312021
Constipation,62981,Macrogol compound oral powder sachets sugar free (AM Distributions (Yorkshire) Ltd),44308021
Constipation,63251,Generic Senokot Dual Relief tablets,29144020
Constipation,63280,CosmoCol Plain oral powder sachets (Stirling Anglian Pharmaceuticals Ltd),44955021
Constipation,63301,CosmoCol Paediatric oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd),44957021
Constipation,63339,CosmoCol Half oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd),44958021
Constipation,63732,Lactulose 10g/15ml oral solution 15ml sachets sugar free (Colorama Pharmaceuticals Ltd),17051021
Constipation,64099,Laxido Paediatric Plain oral powder 6.9g sachets (Galen Ltd),49133021
Constipation,64480,Macrogol compound oral powder sachets sugar free (Ennogen Healthcare Ltd),44309021
Constipation,64896,Pyridostigmine bromide 30mg/5ml oral solution,99017020
Menopause,339,Premique 0.625mg/5mg tablets (Pfizer Ltd),80077020
Menopause,6492,Premique Low Dose 0.3mg/1.5mg modified-release tablets (Pfizer Ltd),87752020
Menopause,11859,Conjugated oestrogens 625microgram / Medroxyprogesterone 5mg tablets,80079020
Menopause,11934,Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets,87750020
Menopause,52101,Premique 0.625mg/5mg tablets (Lexon (UK) Ltd),10827020
Menopause,5569,Pro-gest Cream (Higher Nature Ltd),84064020
Menopause,1160,Prempak-C 0.625mg/0.15mg tablets (Pfizer Ltd),52551020
Menopause,1331,Premarin 0.625mg tablets (Pfizer Ltd),51239020
Menopause,774,Premarin 1.25mg tablets (Pfizer Ltd),51240020
Menopause,256,Tibolone 2.5mg tablets,73540020
Menopause,986,Estraderm TTS 50 patches (Novartis Pharmaceuticals UK Ltd),69411020
Menopause,1161,Prempak-C 1.25mg/0.15mg tablets (Pfizer Ltd),52742020
Menopause,1268,Kliofem tablets (Novo Nordisk Ltd),79354020
Menopause,2209,Livial 2.5mg tablets (Merck Sharp & Dohme Ltd),73528020
Menopause,4382,Raloxifene 60mg tablets,85617020
Menopause,2115,Kliovance tablets (Novo Nordisk Ltd),83754020
Menopause,1488,Evorel -50 50microgram/24hr (3.2mg/unit) Transdermal patch (Janssen-Cilag Ltd),74395020
Menopause,2208,Trisequens tablets (Novo Nordisk Ltd),58041020
Menopause,4328,Elleste Solo 1mg tablets (Meda Pharmaceuticals Ltd),80545020
Menopause,1183,Estracombi TTS patches (Novartis Pharmaceuticals UK Ltd),57072020
Menopause,3002,Elleste Duet 1mg tablets (Meda Pharmaceuticals Ltd),80551020
Menopause,206,Estraderm TTS 100 patches (Novartis Pharmaceuticals UK Ltd),69412020
Menopause,988,Estraderm TTS 25 patches (Novartis Pharmaceuticals UK Ltd),69410020
Menopause,2729,Evorel Conti patches (Janssen-Cilag Ltd),84851020
Menopause,3423,Conjugated oestrogens 625microgram tablets,61596020
Menopause,1873,Climaval 1mg tablets (Novartis Pharmaceuticals UK Ltd),68612020
Menopause,4393,Elleste Duet Conti tablets (Meda Pharmaceuticals Ltd),86142020
Menopause,4909,Elleste Solo 2mg tablets (Meda Pharmaceuticals Ltd),80546020
Menopause,2262,Climaval 2mg tablets (Novartis Pharmaceuticals UK Ltd),68613020
Menopause,3040,Estraderm MX 50 patches (Novartis Pharmaceuticals UK Ltd),81876020
Menopause,4207,Elleste Duet 2mg tablets (Meda Pharmaceuticals Ltd),80550020
Menopause,2766,Climesse tablets (Novartis Pharmaceuticals UK Ltd),81290020
Menopause,390,Climagest 1mg tablets (Novartis Pharmaceuticals UK Ltd),56922020
Menopause,1922,Hormonin Tablet (Shire Pharmaceuticals Ltd),61012020
Menopause,3530,Femoston 1/10mg tablets (Abbott Healthcare Products Ltd),79436020
Menopause,2597,Premarin 0.625mg/g vaginal cream (Pfizer Ltd),52507020
Menopause,1797,Oestrogel 0.06% Gel (Aventis Pharma),79408020
Menopause,3960,Conjugated oestrogens 1.25mg tablets,61597020
Menopause,1568,Tridestra tablets (Orion Pharma (UK) Ltd),79535020
Menopause,3553,Femoston 2/10mg tablets (Abbott Healthcare Products Ltd),79437020
Menopause,5195,Femoston-conti 1mg/5mg tablets (Abbott Healthcare Products Ltd),86394020
Menopause,4244,Evorel Sequi patches (Janssen-Cilag Ltd),84855020
Menopause,3179,Progynova 1mg tablets (Bayer Plc),58119020
Menopause,1489,Evorel -75 75microgram/24 hr(4.8mg/unit) Transdermal patch (Janssen-Cilag Ltd),74397020
Menopause,2397,Evorel -100 100microgram/24 hr (6.4mg/unit) Transdermal patch (Janssen-Cilag Ltd),77626020
Menopause,2141,Evorel -25 25microgram/24hr (1.6mg/unit) Transdermal patch (Janssen-Cilag Ltd),74396020
Menopause,4326,Progynova 2mg tablets (Bayer Plc),58120020
Menopause,3036,Cyclo-Progynova 2mg tablets (Meda Pharmaceuticals Ltd),58116020
Menopause,2111,Climagest 2mg tablets (Novartis Pharmaceuticals UK Ltd),56923020
Menopause,3387,Estraderm MX 25 patches (Novartis Pharmaceuticals UK Ltd),81875020
Menopause,4956,Estradiol 1mg tablets,61004020
Menopause,6622,Zumenon 2mg tablets (Abbott Healthcare Products Ltd),56939020
Menopause,7381,Estradiol 2mg tablets,61003020
Menopause,7001,Estradiol valerate 2mg tablets,72223020
Menopause,2457,Estradiol valerate 1mg tablets,72222020
Menopause,4882,Estraderm MX 100 patches (Novartis Pharmaceuticals UK Ltd),81877020
Menopause,38932,Evorel 50 patches (Janssen-Cilag Ltd),95909020
Menopause,2140,FemSeven 50 patches (Teva UK Ltd),80507020
Menopause,3433,Sandrena 0.10% Gel (Organon Laboratories Ltd),84798020
Menopause,35091,Oestrogel Pump-Pack 0.06% gel (Marlborough Pharmaceuticals Ltd),93077020
Menopause,5931,Evista 60mg tablets (Daiichi Sankyo UK Ltd),79469020
Menopause,2977,Estradiol 50mg implant,52480020
Menopause,6041,Estradiol 0.06% gel,79410020
Menopause,9224,Norgestrel and conjugated oestrogens (equine) 150micrograms + 625micrograms Tablet,65144020
Menopause,7388,Zumenon 1mg tablets (Abbott Healthcare Products Ltd),56940020
Menopause,5755,Elleste Solo MX 40 transdermal patches (Meda Pharmaceuticals Ltd),84978020
Menopause,6030,Nuvelle Continuous tablets (Bayer Plc),76552020
Menopause,38935,Evorel 25 patches (Janssen-Cilag Ltd),95911020
Menopause,5012,Estradiol 2mg / Norethisterone acetate 1mg tablets,79381020
Menopause,9047,Fematrix 80 patches (Abbott Healthcare Products Ltd),79283020
Menopause,5292,Fematrix 40 patches (Abbott Healthcare Products Ltd),80196020
Menopause,4977,Estraderm MX 75 patches (Novartis Pharmaceuticals UK Ltd),83257020
Menopause,932,Conjugated oestrogens 625micrograms/g vaginal cream,69539020
Menopause,1774,Menophase Tablet (Pharmacia Ltd),52536020
Menopause,6545,FemSeven Conti patches (Teva UK Ltd),81044020
Menopause,9649,Elleste Solo MX 80 transdermal patches (Meda Pharmaceuticals Ltd),84982020
Menopause,35198,Premarin 0.3mg tablets (Pfizer Ltd),93240020
Menopause,38940,Evorel 75 patches (Janssen-Cilag Ltd),95913020
Menopause,38965,Evorel 100 patches (Janssen-Cilag Ltd),95915020
Menopause,7175,Indivina 1mg/2.5mg tablets (Orion Pharma (UK) Ltd),81100020
Menopause,9181,Estring 2mg vaginal ring (Pfizer Ltd),58557020
Menopause,39622,Hormonin tablets (Amdipharm Plc),96648020
Menopause,9905,FemSeven Sequi patches (Teva UK Ltd),83921020
Menopause,10180,Estradot 50micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd),88756020
Menopause,6861,Indivina 1mg/5mg tablets (Orion Pharma (UK) Ltd),81099020
Menopause,6082,FemSeven 75 patches (Teva UK Ltd),86126020
Menopause,5005,Estradiol 50micrograms/24hr twice weekly patch,69397020
Menopause,6177,FemSeven 100 patches (Teva UK Ltd),86130020
Menopause,9268,Estradiol 50micrograms/24hr twice weekly patch,76737020
Menopause,4466,Progynova TS 50microgram/24hr (3.8mg/unit) Transdermal patch (Schering Health Care Ltd),80665020
Menopause,9671,Indivina 2mg/5mg tablets (Orion Pharma (UK) Ltd),81101020
Menopause,7242,Estradiol 0.1% gel,79411020
Menopause,40643,Sandrena 1mg gel sachets (Orion Pharma (UK) Ltd),97267020
Menopause,9235,Norgestrel and conjugated oestrogens (equine) 150micrograms + 1.25mg Tablet,65145020
Menopause,9684,Femapak 80 (Abbott Healthcare Products Ltd),80200020
Menopause,10946,Menorest 50 patches (Novartis Pharmaceuticals UK Ltd),78903020
Menopause,6603,Estradiol with estrone and estriol tablets,61009020
Menopause,3131,Femapak 40 (Abbott Healthcare Products Ltd),81095020
Menopause,6059,Estradiol 100micrograms/24hr twice weekly patch,74765020
Menopause,10126,Estradot 25micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd),88752020
Menopause,10096,Estradot 100micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd),88760020
Menopause,5100,Estradiol 25micrograms/24hr twice weekly patch,69398020
Menopause,10076,Estradot 75micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd),88758020
Menopause,12788,Estradiol 1mg / Norethisterone acetate 500microgram tablets,79383020
Menopause,40606,Sandrena 500microgram gel sachets (Orion Pharma (UK) Ltd),97263020
Menopause,18901,Estradiol 50micrograms/24hr twice weekly patch,90883020
Menopause,8162,Estradiol with norethisterone 0mcg/24hours(3.2mg/unit) with 1mg patch with tablet,76113020
Menopause,8837,Estradiol 25mg implant,52479020
Menopause,16493,Angeliq tablets (Bayer Plc),89178020
Menopause,10052,Progynova TS 50micrograms/24hours transdermal patches (Bayer Plc),84963020
Menopause,13582,Menorest 75 patches (Novartis Pharmaceuticals UK Ltd),78904020
Menopause,14792,Estradiol 50micrograms/24hr twice weekly patch,81862020
Menopause,10967,Menorest 37.5 patches (Novartis Pharmaceuticals UK Ltd),78902020
Menopause,9413,Estradiol valerate and (estradiol valerate with norethisterone) 1mg with (1mg with 1mg) tablets,57503020
Menopause,4467,Progynova TS 100microgram/24 hr (7.6mg/unit) Transdermal patch (Schering Health Care Ltd),80666020
Menopause,13146,Novofem tablets (Novo Nordisk Ltd),83605020
Menopause,4721,Estradiol 75micrograms/24hr twice weekly patch,69399020
Menopause,12807,Estradiol with norethisterone acetate ( continuous combined) 2mg with 0.7mg tablets,79382020
Menopause,15328,Estradiol 25micrograms/24hr twice weekly patch,90879020
Menopause,1760,Prempak 0.625 Tablet (Wyeth Pharmaceuticals),51244020
Menopause,5759,Estradiol 100micrograms/24hr twice weekly patch,69403020
Menopause,19487,Estradot 37.5micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd),88754020
Menopause,6793,Estradiol 40micrograms/24hours transdermal patches,74767020
Menopause,6601,Estradiol 25micrograms/24hr twice weekly patch,69402020
Menopause,11297,Estradiol valerate and (estradiol valerate with levonorgestrel) 2mg with (2mg with 75micrograms) tablets,65289020
Menopause,12713,Estradiol valerate and (estradiol valerate with norethisterone) 2mg with (2mg with 1 mg) tablets,57504020
Menopause,9976,Estradiol with (estradiol with norethisterone acetate) 50mcg/24 hr with (50mcg+250mcg/24 hr) twice weekly patch,56953020
Menopause,11157,Estradiol and (estradiol with dydrogesterone) 1mg with (1mg with 10mg) tablets,79440020
Menopause,14027,Estradiol with (estradiol with norethisterone acetate) 1mg with (1mg with 1mg) tablets,77080020
Menopause,11672,Estradiol 25micrograms/24hr twice weekly patch,81861020
Menopause,9901,Progynova TS 100micrograms/24hours transdermal patches (Bayer Plc),76753020
Menopause,11375,Estradiol 50micrograms/24hr once weekly patch,80632020
Menopause,17529,Estradiol 2mg vaginal ring,53144020
Menopause,40848,Estradiol 1mg gel sachets,97265020
Menopause,35718,Conjugated oestrogens 300microgram tablets,93238020
Menopause,18218,Estradiol 100micrograms/24hr twice weekly patch,90889020
Menopause,18383,Estradiol 80micrograms/24hours transdermal patches,74766020
Menopause,11642,Estradiol valerate and (estradiol valerate with levonorgestrel) 1mg with (1mg with 250micrograms) tablets,65290020
Menopause,14950,Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches,82229020
Menopause,19429,Conjugat oestrogen equi and (conjugat oestrogen equi with medroxyprogesterone acetate 625 micrograms with (625 microgram with 10 mg),80108020
Menopause,12953,Estradiol 1mg / Dydrogesterone 5mg tablets,82849020
Menopause,40836,Estradiol 500microgram gel sachets,97261020
Menopause,37697,Estradiol 50micrograms/24hours transdermal patches,90863020
Menopause,11511,Estradiol and (estradiol with dydrogesterone) 2mg with (2mg with 10 mg) tablets,79441020
Menopause,18600,Estradiol 75micrograms/24hr twice weekly patch,90885020
Menopause,14569,Estradiol and (estradiol with norethisterone) and (estradiol) 2mg with (2mg with 1mg) tablets,70660020
Menopause,24917,Estradiol valerate 2mg / Norethisterone 700microgram tablets,84804020
Menopause,6563,Estradiol 75micrograms/24hr once weekly patch,80636020
