Condition,ReadCode,MedCodeId,ReadTerm
Aortic aneurysm,7A1B100,359851000000113,Repair of suprarenal abdominal aortic aneurysm with insertion of endovascular stent
Aortic aneurysm,7A1B200,357881000000111,Repair of thoracic aortic aneurysm with insertion of endovascular stent
Aortic aneurysm,7A1B600,488221000000111,Abdominal aortic aneurysm stenting
Aortic aneurysm,7A1B800,1701691000006119,Endovascular insertion of stent for infrarenal abdominal aortic aneurysm
Aortic aneurysm,7A1B900,1701701000006119,Endovascular insertion of stent for suprarenal aortic aneurysm
Aortic aneurysm,7A1BA00,745471000000118,Endovascular insertion of stent for thoracic aortic aneurysm
Aortic aneurysm,7A1BC00,1701731000006110,Endovas insert stent for aortic aneurysm of bifurcation NEC
Aortic aneurysm,7A1Bz00,384321000000116,Transluminal operations on aneurysmal segment of aorta NOS
Aortic aneurysm,7A1C.00,1587731000006116,Transluminal insertion of stent graft for aneurysmal segment of aorta
Aortic aneurysm,7A1C000,1587741000006114,Repair of aorto-uniiliac aneurysm with insertion of endovascular stent graft
Aortic aneurysm,7A1C100,1587751000006111,Endovascular insertion of stent graft for suprarenal aortic aneurysm
Aortic aneurysm,7A1C200,1587761000006113,Repair of thoracic aortic aneurysm with insertion of endovascular stent graft
Aortic aneurysm,7A1Cy00,1587801000006116,OS translum ins stent graft for aneurysmal segment of aorta
Aortic aneurysm,7A1Cz00,1587811000006118,Translum ins stent graft for aneurysmal segment of aorta NOS
Aortic aneurysm,7A34K00,46601000006110,Operation on aneurysm visceral branch of abdominal aorta NEC
Aortic aneurysm,A930.00,470121011,Syphilitic aortic aneurysm
Aortic aneurysm,G71..00,111949011,Aortic aneurysm
Aortic aneurysm,G710.00,2536174018,Dissecting aortic aneurysm
Aortic aneurysm,G711.00,300437018,Thoracic aortic aneurysm which has ruptured
Aortic aneurysm,G711.11,300438011,Ruptured thoracic aortic aneurysm
Aortic aneurysm,G712.00,124373014,Thoracic aortic aneurysm without mention of rupture
Aortic aneurysm,G713.00,1221083011,Abdominal aortic aneurysm which has ruptured
Aortic aneurysm,G713.11,24379014,Ruptured abdominal aortic aneurysm
Aortic aneurysm,G713000,458502011,Ruptured suprarenal aortic aneurysm
Aortic aneurysm,G714.00,300441019,Abdominal aortic aneurysm
Aortic aneurysm,G714.11,300442014,AAA - Abdominal aortic aneurysm without mention of rupture
Aortic aneurysm,G714000,458503018,Juxtarenal aortic aneurysm
Aortic aneurysm,G714100,458504012,Inflammatory abdominal aortic aneurysm
Aortic aneurysm,G714200,1756091000006111,Aneurysm of infrarenal abdominal aorta
Aortic aneurysm,G714300,2674096019,Aneurysm of suprarenal aorta
Aortic aneurysm,G715.00,300445011,Ruptured aortic aneurysm
Aortic aneurysm,G715000,300446012,"Thoracoabdominal aortic aneurysm, ruptured"
Aortic aneurysm,G716.00,300447015,Aortic aneurysm without mention of rupture NOS
Aortic aneurysm,G716000,300448013,Thoracoabdominal aortic aneurysm
Aortic aneurysm,G717.00,488301000006118,Aortic aneurysm - syphilitic
Aortic aneurysm,G718.00,300449017,Leaking abdominal aortic aneurysm
Aortic aneurysm,G71z.00,300450017,Aortic aneurysm NOS
Aortic aneurysm,Gyu7100,300960019,"[X]Aortic aneurysm of unspecified site, ruptured"
Aortic aneurysm,Gyu7200,300961015,"[X]Aortic aneurysm of unspecified site, nonruptured"
Aortic aneurysm,Gyu7800,300968014,[X]Aneurysm of aorta in diseases classified elsewhere
Aplastic anaemias,D20..00,448863016,Aplastic anaemia
Aplastic anaemias,D200.00,590121000006115,Constitutional aplastic anaemia
Aplastic anaemias,D200.12,249651000006114,Pancytopenia with malformation
Aplastic anaemias,D200.13,514811000006112,Blackfan - Diamond syndrome
Aplastic anaemias,D200.15,1216286014,Hypoplastic anaemia - familial
Aplastic anaemias,D200000,508244016,Congenital hypoplastic anaemia
Aplastic anaemias,D200011,590151000006112,Constitutional aplastic anaemia without malformation
Aplastic anaemias,D200100,1216340010,Fanconi's familial refractory anaemia
Aplastic anaemias,D200111,1216339013,Fanconi's hypoplastic anaemia
Aplastic anaemias,D200200,399217012,Constitutional aplastic anaemia with malformation
Aplastic anaemias,D200211,411515013,Pancytopenia-dysmelia
Aplastic anaemias,D200300,399219010,Constitutional red cell aplasia and hypoplasia
Aplastic anaemias,D200311,514821000006116,Blackfan - Diamond syndrome
Aplastic anaemias,D200312,351128013,Congenital pure red cell aplasia
Aplastic anaemias,D200313,351130010,Constitutional red cell hypoplasia
Aplastic anaemias,D200314,351129017,Congenital red cell hypoplasia
Aplastic anaemias,D200400,294178016,Erythrogenesis imperfecta
Aplastic anaemias,D200y00,294179012,Other specified constitutional aplastic anaemia
Aplastic anaemias,D200z00,294182019,Constitutional aplastic anaemia NOS
Aplastic anaemias,D201.00,497451015,Acquired aplastic anaemia
Aplastic anaemias,D201.11,351070017,Normocytic anaemia due to aplasia
Aplastic anaemias,D201000,294190019,Aplastic anaemia due to chronic disease
Aplastic anaemias,D201100,399223019,Aplastic anaemia due to drugs
Aplastic anaemias,D201111,787861000006116,Hypoplastic anaemia due to drug or chemical substance
Aplastic anaemias,D201200,294198014,Aplastic anaemia due to infection
Aplastic anaemias,D201211,787871000006111,Hypoplastic anaemia due to infection
Aplastic anaemias,D201300,294202011,Aplastic anaemia due to radiation
Aplastic anaemias,D201311,294201016,Radiation aplastic anaemia
Aplastic anaemias,D201400,294203018,Aplastic anaemia due to toxic cause
Aplastic anaemias,D201411,98611000006117,Toxic aplastic anaemia
Aplastic anaemias,D201412,787891000006112,Hypoplastic anaemia due to toxic cause
Aplastic anaemias,D201500,2478769014,Pancytopenia - acquired
Aplastic anaemias,D201600,399224013,Pancytopenia
Aplastic anaemias,D201611,399218019,Pancytopenia with malformation
Aplastic anaemias,D201612,351123016,Pancytopenia with pancreatitis
Aplastic anaemias,D201700,294211011,Transient hypoplastic anaemia
Aplastic anaemias,D201800,424321000006114,[X]Pure red cell aplasia
Aplastic anaemias,D201z00,399225014,Acquired aplastic anaemia NOS
Aplastic anaemias,D201z12,495763010,Red cell hypoplasia
Aplastic anaemias,D201z13,152091000006116,Secondary red cell hypoplasia NEC
Aplastic anaemias,D201z14,351126012,Secondary red cell aplasia NEC
Aplastic anaemias,D202.00,149842011,Chronic acquired pure red cell aplasia
Aplastic anaemias,D203.00,294222010,Transient acquired pure red cell aplasia
Aplastic anaemias,D204.00,294223017,Idiopathic aplastic anaemia
Aplastic anaemias,D20X.00,454501000006110,"Acquired pure red cell aplasia, unspecified"
Aplastic anaemias,D20z.00,294227016,Aplastic anaemia NOS
Aplastic anaemias,Dyu2500,294609012,"[X]Acquired pure red cell aplasia, unspecified"
Asbestosis,4E34.00,260963012,Sputum: asbestos bodies
Asbestosis,H41..00,37941013,Asbestosis
Asbestosis,H410.00,350121013,Pleural plaque disease due to asbestosis
Asbestosis,H410.11,350120014,Asbestos-induced pleural plaque
Asbestosis,H41z.00,301552017,Asbestosis NOS
Asthma,14B4.00,251716013,H/O: asthma
Asthma,173A.00,655601000006113,Exercise-induced asthma
Asthma,173c.00,95786019,Occupational asthma
Asthma,173d.00,983771000006118,Work aggravated asthma
Asthma,1780.00,929091000006111,Aspirin-induced asthma
Asthma,1O2..00,1780388018,Asthma confirmed
Asthma,2126200,496491000006117,Asthma resolved
Asthma,212G.00,253533013,Asthma resolved
Asthma,663j.00,456163018,Asthma - currently active
Asthma,663V000,1208971012,Occasional asthma
Asthma,663V100,1208969012,Mild asthma
Asthma,663V200,1208970013,Moderate asthma
Asthma,663V300,1208972017,Severe asthma
Asthma,H312000,301450011,Chronic asthmatic bronchitis
Asthma,H33..00,301485011,Asthma
Asthma,H33..11,301480018,Bronchial asthma
Asthma,H330.00,660351000006118,Allergic atopic asthma
Asthma,H330.11,1483199016,Allergic asthma
Asthma,H330.12,350147016,Childhood asthma
Asthma,H330.13,817361000006114,Hay fever with asthma
Asthma,H330.14,350154010,Pollen asthma
Asthma,H330000,104872017,Extrinsic asthma without status asthmaticus
Asthma,H330011,350153016,Hay fever with asthma
Asthma,H330100,151338014,Life threatening acute exacerbation of allergic asthma
Asthma,H330111,350151019,Acute exacerbation of allergic asthma
Asthma,H330z00,301499010,Extrinsic asthma
Asthma,H331.00,396114013,Intrinsic asthma
Asthma,H331.11,350148014,Late onset asthma
Asthma,H331000,21390015,Intrinsic asthma without status asthmaticus
Asthma,H331100,98546013,Life threatening acute exacerbation of intrinsic asthma
Asthma,H331111,350156012,Acute exacerbation of intrinsic asthma
Asthma,H331z00,301508013,Intrinsic asthma NOS
Asthma,H332.00,301509017,Mixed asthma
Asthma,H333.00,419211018,Acute exacerbation of asthma
Asthma,H334.00,338238011,Brittle asthma
Asthma,H335.00,2240591000000119,Chronic asthma with fixed airflow obstruction
Asthma,H33z.00,301511014,Asthma unspecified
Asthma,H33z.11,2535857010,Hyperreactive airway disease
Asthma,H33z000,396118011,Life threatening acute exacerbation of asthma
Asthma,H33z011,145961000006117,Acute severe exacerbation of asthma
Asthma,H33z100,396119015,Asthma attack
Asthma,H33z111,409865018,Asthma attack NOS
Asthma,H33z200,350149018,Late-onset asthma
Asthma,H33zz00,396120014,Asthma NOS
Asthma,H33zz11,655611000006111,Exercise induced asthma
Asthma,H33zz12,350152014,Allergic asthma NEC
Asthma,H33zz13,477291000006114,Allergic bronchitis NEC
Asthma,H35y600,149741000006116,Sequoiosis (red-cedar asthma)
Asthma,H35y700,94731013,Wood asthma
Asthma,H3B..00,1948051000006112,Asthma-chronic obstructive pulmonary disease overlap syndrome
Asthma,H47y000,69311016,Detergent asthma
Atrial fibrillation and flutter,14AN.00,456154015,H/O: atrial fibrillation
Atrial fibrillation and flutter,14AR.00,2692063011,History of atrial flutter
Atrial fibrillation and flutter,212R.00,294601000000110,Atrial fibrillation resolved
Atrial fibrillation and flutter,3272.00,256478018,ECG: atrial fibrillation
Atrial fibrillation and flutter,3273.00,256479014,ECG: atrial flutter
Atrial fibrillation and flutter,662S.00,216183015,Atrial fibrillation monitoring
Atrial fibrillation and flutter,6A9..00,406861000000119,Atrial fibrillation annual review
Atrial fibrillation and flutter,7936A00,783761000006118,Implantation of intravenous pacemaker for atrial fibrillation
Atrial fibrillation and flutter,793M100,1587611000006119,Percutaneous transluminal ablation of atrial wall for atrial flutter
Atrial fibrillation and flutter,793M300,1587631000006113,Perc translum ablat conduct sys heart for atrial flutter NEC
Atrial fibrillation and flutter,8CMW200,2197581000000114,Atrial fibrillation care pathway
Atrial fibrillation and flutter,9hF..00,294171000000112,Exception reporting - atrial fibrillation quality indicators
Atrial fibrillation and flutter,9hF1.00,1000031000006118,Excepted from atrial fibrillation quality indicators - informed dissent
Atrial fibrillation and flutter,9Os..00,406251000000118,Atrial fibrillation monitoring administration
Atrial fibrillation and flutter,9Os0.00,408081000000116,Atrial fibrillation monitoring first letter
Atrial fibrillation and flutter,9Os1.00,408101000000110,Atrial fibrillation monitoring second letter
Atrial fibrillation and flutter,9Os2.00,408121000000118,Atrial fibrillation monitoring third letter
Atrial fibrillation and flutter,9Os3.00,408141000000113,Atrial fibrillation monitoring verbal invite
Atrial fibrillation and flutter,9Os4.00,408241000000115,Atrial fibrillation monitoring telephone invite
Atrial fibrillation and flutter,G573.00,300130013,Atrial fibrillation and flutter
Atrial fibrillation and flutter,G573000,82343012,Atrial fibrillation
Atrial fibrillation and flutter,G573100,9988012,Atrial flutter
Atrial fibrillation and flutter,G573200,421235014,Paroxysmal atrial fibrillation
Atrial fibrillation and flutter,G573300,350465014,Non-rheumatic atrial fibrillation
Atrial fibrillation and flutter,G573400,636721000000112,Permanent atrial fibrillation
Atrial fibrillation and flutter,G573500,636701000000115,Persistent atrial fibrillation
Atrial fibrillation and flutter,G573600,2675306013,Paroxysmal atrial flutter
Atrial fibrillation and flutter,G573z00,300132017,Atrial fibrillation and flutter NOS
Autism and Asperger's syndrome,E140.00,781051000006117,Infantile autism
Autism and Asperger's syndrome,E140.11,2477201014,Kanner's syndrome
Autism and Asperger's syndrome,E140.12,2579633010,Autism
Autism and Asperger's syndrome,E140.13,72723012,Childhood autism
Autism and Asperger's syndrome,E140000,294935010,Active infantile autism
Autism and Asperger's syndrome,E140100,294936011,Residual infantile autism
Autism and Asperger's syndrome,E140z00,294937019,Infantile autism NOS
Autism and Asperger's syndrome,Eu84000,370801000006114,[X]Childhood autism
Autism and Asperger's syndrome,Eu84011,366581000006112,Autistic disorder
Autism and Asperger's syndrome,Eu84012,389671000006119,[X]Infantile autism
Autism and Asperger's syndrome,Eu84014,394581000006118,[X]Kanner's syndrome
Autism and Asperger's syndrome,Eu84100,366531000006111,Atypical autism
Autism and Asperger's syndrome,Eu84112,398241000006118,[X]Mental retardation with autistic features
Autism and Asperger's syndrome,Eu84500,363931000006110,Asperger's syndrome
Autism and Asperger's syndrome,Eu84511,366591000006110,[X]Autistic psychopathy
Autism and Asperger's syndrome,Eu84z11,2535850012,Autistic spectrum disorder
Autoimmune liver disease,J614111,303404016,Autoimmune chronic active hepatitis
Autoimmune liver disease,J616000,52980015,Primary biliary cirrhosis
Autoimmune liver disease,J63B.00,2159899016,Autoimmune hepatitis
Autoimmune liver disease,J661700,303614019,Primary sclerosing cholangitis
Barrett's oesophagus,J101611,444916014,Barrett's oesophagus
Barrett's oesophagus,J102500,302387019,Barrett's ulcer of oesophagus
Barrett's oesophagus,J10y600,1743031000006119,Barrett's oesophagus
Bipolar affective disorder and mania,146D.00,1780205015,H/O: manic depressive disorder
Bipolar affective disorder and mania,1S42.00,2157096015,Manic mood
Bipolar affective disorder and mania,212T.00,996171000006114,"Psychosis, schizophrenia and bipolar affective disorder resolved"
Bipolar affective disorder and mania,212V.00,492761000000114,Bipolar affective disorder resolved
Bipolar affective disorder and mania,E03y300,294714016,Postpartum psychosis
Bipolar affective disorder and mania,E11..11,513871000006118,Bipolar disorder
