Disease,ICD10code,ICD10codeDescr,Category,OPCS4code,OPCS4codeDescr
Primary Malignancy_Other Organs,C37,Malignant neoplasm of thymus,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.0,Malignant neoplasm: Heart,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.1,Malignant neoplasm: Anterior mediastinum,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.2,Malignant neoplasm: Posterior mediastinum,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.3,"Malignant neoplasm: Mediastinum, part unspecified",Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.4,Malignant neoplasm: Pleura,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C38.8,"Overlapping lesion of heart, mediastinum and pleura",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C39.0,"Malignant neoplasm: Upper respiratory tract, part unspecified",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C39.8,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C39.9,Malignant neoplasm: Ill-defined sites within the respiratory system,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C46,Kaposi sarcoma,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C48,Malignant neoplasm of retroperitoneum and peritoneum,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C49,Malignant neoplasm of other connective and soft tissue,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C51,Malignant neoplasm of vulva,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C52,Malignant neoplasm of vagina,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C57,Malignant neoplasm of other and unspecified female genital organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C58,Malignant neoplasm of placenta,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C60,Malignant neoplasm of penis,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C63,Malignant neoplasm of other and unspecified male genital organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C68,Malignant neoplasm of other and unspecified urinary organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C69,Malignant neoplasm of eye and adnexa,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C74,Malignant neoplasm of adrenal gland,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C75.0,Malignant neoplasm: Parathyroid gland,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C75.8,"Malignant neoplasm: Pluriglandular involvement, unspecified",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C75.9,"Malignant neoplasm: Endocrine gland, unspecified",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C76,Malignant neoplasm of other and ill-defined sites,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C80,Malignant neoplasm without specification of site,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C88.3,Immunoproliferative small intestinal disease,Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C88.4,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C88.7,Other malignant immunoproliferative diseases,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C88.9,"Malignant immunoproliferative disease, unspecified",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Organs,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
Primary Malignancy_Other Skin and subcutaneous tissue,C44,Other malignant neoplasms of skin,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue,NA,NA
Primary Malignancy_Ovarian,C56,Malignant neoplasm of ovary,Diagnosis of Primary Malignancy_Ovarian,NA,NA
Primary Malignancy_Pancreatic,C25,Malignant neoplasm of pancreas,Diagnosis of Primary Malignancy_Pancreatic,NA,NA
Primary Malignancy_Prostate,C61,Malignant neoplasm of prostate,Diagnosis of Primary Malignancy_Prostate,NA,NA
Primary Malignancy_Stomach,C16,Malignant neoplasm of stomach,Diagnosis of Primary Malignancy_Stomach,NA,NA
Primary Malignancy_Testicular,C62,Malignant neoplasm of testis,Diagnosis of Primary Malignancy_Testicular,NA,NA
Primary Malignancy_Thyroid,C73,Malignant neoplasm of thyroid gland,Diagnosis of Primary Malignancy_Thyroid,NA,NA
Primary Malignancy_Uterine,C54,Malignant neoplasm of corpus uteri,Diagnosis of Primary Malignancy_Uterine,NA,NA
Primary Malignancy_Uterine,C55,"Malignant neoplasm of uterus, part unspecified",Diagnosis of Primary Malignancy_Uterine,NA,NA
Primary or Idiopathic Thrombocytopaenia,D69.3,Idiopathic thrombocytopenic purpura,Diagnosis of Primary or Idiopathic Thrombocytopaenia,NA,NA
Primary or Idiopathic Thrombocytopaenia,D69.4,Other primary thrombocytopenia,Diagnosis of Primary or Idiopathic Thrombocytopaenia,NA,NA
Primary pulmonary hypertension,I27.0,Primary pulmonary hypertension,Diagnosis of Primary pulmonary hypertension,NA,NA
Psoriasis,L40,Psoriasis,Diagnosis of Psoriasis,NA,NA
Psoriasis,M07.0,Distal interphalangeal psoriatic arthropathy,Diagnosis of Psoriasis,NA,NA
Psoriasis,M07.1,Arthritis mutilans,Diagnosis of Psoriasis,NA,NA
Psoriasis,M07.2,Psoriatic spondylitis,Diagnosis of Psoriasis,NA,NA
Psoriasis,M07.3,Other psoriatic arthropathies,Diagnosis of Psoriasis,NA,NA
Psoriasis,M09.0,Juvenile arthritis in psoriasis,Diagnosis of Psoriasis,NA,NA
Psoriatic arthropathy,M07.0,Distal interphalangeal psoriatic arthropathy,Diagnosis of Psoriatic arthropathy,NA,NA
Psoriatic arthropathy,M07.1,Arthritis mutilans,Diagnosis of Psoriatic arthropathy,NA,NA
Psoriatic arthropathy,M07.2,Psoriatic spondylitis,Diagnosis of Psoriatic arthropathy,NA,NA
Psoriatic arthropathy,M07.3,Other psoriatic arthropathies,Diagnosis of Psoriatic arthropathy,NA,NA
Psoriatic arthropathy,L40.5,Arthropathic psoriasis,Diagnosis of Psoriatic arthropathy,NA,NA
Ptosis of eyelid,H02.4,Ptosis of eyelid,Diagnosis of ptosis of eyelid,NA,NA
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.1,Correction of ptosis of eyelid using levator muscle technique
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.2,Correction of ptosis of eyelid using frontalis muscle technique
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.3,Correction of ptosis of eyelid using sling of fascia
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.5,Tarsomullerectomy
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.6,Correction of ptosis of eyelid using aponeurosis technique
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.8,Other specified correction of ptosis of eyelid
Ptosis of eyelid,NA,NA,Procedure for Ptosis of eyelid,C18.9,Unspecified correction of ptosis of eyelid
Respiratory failure,J96,"Respiratory failure, not elsewhere classified",Diagnosis of Respiratory failure,NA,NA
Retinal detachments and breaks,H33.0,Retinal detachment with retinal break,Diagnosis of Retinal detachments and breaks,NA,NA
Retinal detachments and breaks,H33.3,Retinal breaks without detachment,Diagnosis of Retinal detachments and breaks,NA,NA
Retinal detachments and breaks,H33.4,Traction detachment of retina,Diagnosis of Retinal detachments and breaks,NA,NA
Retinal detachments and breaks,H33.5,Other retinal detachments,Diagnosis of Retinal detachments and breaks,NA,NA
Retinal detachments and breaks,NA,NA,Procedure for Retinal detachment,C81,Photocoagulation of retina for detachment
Retinal detachments and breaks,NA,NA,Procedure for Retinal detachment,C81.1,Xenon photocoagulation of retina for detachment
Retinal detachments and breaks,NA,NA,Procedure for Retinal detachment,C81.2,Laser photocoagulation of retina for detachment
Retinal detachments and breaks,NA,NA,Procedure for Retinal detachment,C81.8,Other specified photocoagulation of retina for detachment
Retinal detachments and breaks,NA,NA,Procedure for Retinal detachment,C81.9,Unspecified photocoagulation of retina for detachment
Retinal vascular occlusions,H34,Retinal vascular occlusions,Diagnosis of Retinal vascular occlusions,NA,NA
Rheumatic valve dz,I05,Rheumatic mitral valve diseases,Diagnosis of Rheumatic valve dz,NA,NA
Rheumatic valve dz,I06,Rheumatic aortic valve diseases,Diagnosis of Rheumatic valve dz,NA,NA
Rheumatic valve dz,I07,Rheumatic tricuspid valve diseases,Diagnosis of Rheumatic valve dz,NA,NA
Rheumatoid Arthritis,J99.0,Rheumatoid lung disease,Diagnosis of Rheumatoid Arthritis,NA,NA
Rheumatoid Arthritis,M05,Seropositive rheumatoid arthritis,Diagnosis of Rheumatoid Arthritis,NA,NA
Rheumatoid Arthritis,M06,Other rheumatoid arthritis,Diagnosis of Rheumatoid Arthritis,NA,NA
Rosacea,L71.1,Rhinophyma,Diagnosis of Rosacea,NA,NA
Rosacea,L71.8,Other rosacea,Diagnosis of Rosacea,NA,NA
Rosacea,L71.9,"Rosacea, unspecified",Diagnosis of Rosacea,NA,NA
Sarcoidosis,D86,Sarcoidosis,Diagnosis of Sarcoidosis,NA,NA
Sarcoidosis,G53.2,Multiple cranial nerve palsies in sarcoidosis,Diagnosis of Sarcoidosis,NA,NA
Sarcoidosis,M63.3,Myositis in sarcoidosis,Diagnosis of Sarcoidosis,NA,NA
"Schizophrenia, schizotypal and delusional disorders",F20,Schizophrenia,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
"Schizophrenia, schizotypal and delusional disorders",F21,Schizotypal disorder,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
"Schizophrenia, schizotypal and delusional disorders",F22,Persistent delusional disorders,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
"Schizophrenia, schizotypal and delusional disorders",F25,Schizoaffective disorders,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
"Schizophrenia, schizotypal and delusional disorders",F28,Other nonorganic psychotic disorders,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
"Schizophrenia, schizotypal and delusional disorders",F29,Unspecified nonorganic psychosis,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
Scoliosis,M41,Scoliosis,Diagnosis of Scoliosis,NA,NA
Seborrheic dermatitis,L21,Seborrhoeic dermatitis,Diagnosis of Seborrheic dermatitis,NA,NA
Secondary Malignancy_Adrenal gland,C79.7,Secondary malignant neoplasm of adrenal gland,Diagnosis of Secondary Malignancy_Adrenal gland,NA,NA
Secondary Malignancy_Bone,C79.5,Secondary malignant neoplasm of bone and bone marrow,Diagnosis of Secondary Malignancy_Bone,NA,NA
Secondary Malignancy_Bowel,C78.4,Secondary malignant neoplasm of small intestine,Diagnosis of Secondary Malignancy_Bowel,NA,NA
Secondary Malignancy_Bowel,C78.5,Secondary malignant neoplasm of large intestine and rectum,Diagnosis of Secondary Malignancy_Bowel,NA,NA
"Secondary Malignancy_Brain, Other CNS and Intracranial",C79.3,Secondary malignant neoplasm of brain and cerebral meninges,"Diagnosis of Secondary Malignancy_Brain, Other CNS and Intracranial",NA,NA
"Secondary Malignancy_Brain, Other CNS and Intracranial",C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system,"Diagnosis of Secondary Malignancy_Brain, Other CNS and Intracranial",NA,NA
Secondary malignancy_Liver and intrahepatic bile duct,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,Diagnosis of Secondary malignancy_Liver and intrahepatic bile duct,NA,NA
Secondary Malignancy_Lung,C78.0,Secondary malignant neoplasm of lung,Diagnosis of Secondary Malignancy_Lung,NA,NA
Secondary Malignancy_Lymph Nodes,C77,Secondary and unspecified malignant neoplasm of lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
Secondary Malignancy_Other organs,C78.1,Secondary malignant neoplasm of mediastinum,Diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs,Possible diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs,Possible diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.0,Secondary malignant neoplasm of kidney and renal pelvis,Diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,Diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.2,Secondary malignant neoplasm of skin,Diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.6,Secondary malignant neoplasm of ovary,Diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.8,Secondary malignant neoplasm of other specified sites,Possible diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Other organs,C79.9,"Secondary malignant neoplasm, unspecified site",Possible diagnosis of Secondary Malignancy_Other organs,NA,NA
Secondary Malignancy_Pleura,C78.2,Secondary malignant neoplasm of pleura,Diagnosis of Secondary Malignancy_Pleura,NA,NA
Secondary Malignancy_retroperitoneum and peritoneum,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,Diagnosis of Secondary Malignancy_retroperitoneum and peritoneum,NA,NA
Secondary or other Thrombocytopaenia,D69.5,Secondary thrombocytopenia,Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
Secondary or other Thrombocytopaenia,D69.6,"Thrombocytopenia, unspecified",Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
Secondary or other Thrombocytopaenia,D82.0,Wiskott-Aldrich syndrome,Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
Secondary or other Thrombocytopaenia,M31.1,Thrombotic microangiopathy,Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
Secondary polycythaemia,D75.1,Secondary polycythaemia,Diagnosis of Secondary polycythaemia,NA,NA
Secondary pulmonary hypertension,I27.2,Other secondary pulmonary hypertension,Diagnosis of secondary pulmonary hypertension,NA,NA
Sick sinus syndrome,I49.5,Sick sinus syndrome,Diagnosis of Sick sinus syndrome,NA,NA
Sickle-cell anaemia,D57.0,Sickle-cell anaemia with crisis,Diagnosis of Sickle-cell anaemia,NA,NA
Sickle-cell anaemia,D57.1,Sickle-cell anaemia without crisis,Diagnosis of Sickle-cell anaemia,NA,NA
Sickle-cell anaemia,D57.2,Double heterozygous sickling disorders,Diagnosis of Sickle-cell anaemia,NA,NA
Sickle-cell anaemia,D57.8,Other sickle-cell disorders,Diagnosis of Sickle-cell anaemia,NA,NA
Sjogren's disease,M35.0,Sicca syndrome [Sjögren],Diagnosis of Sjogren's disease,NA,NA
Sleep apnoea,G47.3,Sleep apnoea,Diagnosis of sleep apnoea,NA,NA
Spina bifida,Q05,Spina bifida,Diagnosis of Spina bifida,NA,NA
Spina bifida,Q76.0,Spina bifida occulta,Diagnosis of Spina bifida,NA,NA
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49,Repair of spina bifida
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.1,Freeing of spinal tether NEC
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.2,Closure of spinal myelomeningocele
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.3,Closure of spinal meningocele
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.4,Complex freeing of spinal tether
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.8,Other specified repair of spina bifida
Spina bifida,NA,NA,Diagnosis of Spina bifida,A49.9,Unspecified repair of spina bifida
Spinal stenosis,M48.0,Spinal stenosis,Diagnosis of Spinal stenosis,NA,NA
Spondylolisthesis,M43.1,Spondylolisthesis,Diagnosis of Spondylolisthesis,NA,NA
Spondylosis,M47.1,Other spondylosis with myelopathy,Diagnosis of Spondylosis,NA,NA
Spondylosis,M47.2,Other spondylosis with radiculopathy,Diagnosis of Spondylosis,NA,NA
Spondylosis,M47.8,Other spondylosis,Diagnosis of Spondylosis,NA,NA
Spondylosis,M47.9,"Spondylosis, unspecified",Diagnosis of Spondylosis,NA,NA
Stable angina,I201,Angina pectoris with documented spasm,Stable angina admission (4),NA,NA
Stable angina,I208,Other forms of angina pectoris,Stable angina admission (4),NA,NA
Stable angina,I209,"Angina pectoris, unspecified",Stable angina admission (4),NA,NA
Stroke NOS,G46.3,Brain stem stroke syndrome,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,G46.4,Cerebellar stroke syndrome,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,G46.5,Pure motor lacunar syndrome,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,G46.6,Pure sensory lacunar syndrome,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,G46.7,Other lacunar syndromes,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,G46.8,Other vascular syndromes of brain in cerebrovascular diseases,Diagnosis of Stroke NOS,NA,NA
Stroke NOS,I64,"Stroke, not specified as haemorrhage or infarction",Diagnosis of Stroke NOS,NA,NA
Stroke NOS,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction","History of stroke, not specified as haemorrhage or infarction",NA,NA
Subarachnoid haemorrhage,I60,Subarachnoid haemorrhage,Diagnosis of subarachnoid ahemorrhage,NA,NA
Subarachnoid haemorrhage,I69.0,Sequelae of subarachnoid haemorrhage,History of subarachnoid haemorrhage,NA,NA
Subdural haematoma - nontraumatic,I62.0,Subdural haemorrhage (acute)(nontraumatic),Diagnosis of Subdural haemorrhage (acute)(nontraumatic),NA,NA
Supraventricular tachycardia,I47.1,Supraventricular tachycardia,Diagnosis of Supraventricular tachycardia,NA,NA
Systemic sclerosis,M34,Systemic sclerosis,Diagnosis of Systemic sclerosis,NA,NA
Thalassaemia,D56.0,Alpha thalassaemia,Diagnosis of Thalassaemia,NA,NA
Thalassaemia,D56.1,Beta thalassaemia,Diagnosis of Thalassaemia,NA,NA
Thalassaemia,D56.2,Delta-beta thalassaemia,Diagnosis of Thalassaemia,NA,NA
Thalassaemia,D56.8,Other thalassaemias,Diagnosis of Thalassaemia,NA,NA
Thalassaemia,D56.9,"Thalassaemia, unspecified",Diagnosis of Thalassaemia,NA,NA
Thalassaemia trait,D56.3,Thalassaemia trait,Diagnosis of Thalassaemia trait,NA,NA
Thrombophilia,D68.5,Primary Thrombophilia,Diagnosis of Thrombophilia,NA,NA
Thrombophilia,D68.6,Other Thrombophilia,Diagnosis of Thrombophilia,NA,NA
Tinnitus,H93.1,Tinnitus,Diagnosis of Tinnitus,NA,NA
Transient ischaemic attack,G45.0,Vertebro-basilar artery syndrome,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.1,Carotid artery syndrome (hemispheric),Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.2,Multiple and bilateral precerebral artery syndromes,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.3,Amaurosis fugax,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.4,Transient global amnesia,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.8,Other transient cerebral ischaemic attacks and related syndromes,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G45.9,"Transient cerebral ischaemic attack, unspecified",Diagnosis of TIA,NA,NA
Transient ischaemic attack,G46.0,Middle cerebral artery syndrome,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G46.1,Anterior cerebral artery syndrome,Diagnosis of TIA,NA,NA
Transient ischaemic attack,G46.2,Posterior cerebral artery syndrome,Diagnosis of TIA,NA,NA
Transient ischaemic attack,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Diagnosis of TIA,NA,NA
Transient ischaemic attack,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Diagnosis of TIA,NA,NA
Trifascicular block,I45.3,Trifascicular block,Diagnosis of Trifascicular block,NA,NA
Trigeminal neuralgia,G50.0,Trigeminal neuralgia,Diagnosis of trigeminal neuralgia,NA,NA
Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",Diagnosis of Tuberculosis,NA,NA
Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",Diagnosis of Tuberculosis,NA,NA
Tuberculosis,A17,Tuberculosis of nervous system,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,A18,Tuberculosis of other organs,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,A19,Miliary tuberculosis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,B20.0,HIV disease resulting in mycobacterial infection,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,B90,Sequelae of tuberculosis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,J65,Pneumoconiosis associated with tuberculosis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,K23.0,Tuberculous oesophagitis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,K67.3,Tuberculous peritonitis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",Diagnosis of Tuberculosis,NA,NA
Tuberculosis,M01.1,Tuberculous arthritis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,M49.0,Tuberculosis of spine,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,M90.0,Tuberculosis of bone,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,N33.0,Tuberculous cystitis,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,N74.0,Tuberculous infection of cervix uteri,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,N74.1,Female tuberculous pelvic inflammatory disease,Diagnosis of Tuberculosis,NA,NA
Tuberculosis,P37.0,Congenital tuberculosis,Diagnosis of Tuberculosis,NA,NA
Ulcerative colitis,K51,Ulcerative colitis,Diagnosis of Ulcerative colitis,NA,NA
Unstable Angina,I200,Unstable angina,yes (1),NA,NA
Urinary Incontinence,N39.3,Stress incontinence,Diagnosis of Urinary Incontinence,NA,NA
Urinary Incontinence,N39.4,Other specified urinary incontinence,Diagnosis of Urinary Incontinence,NA,NA
Urolithiasis,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N20.0,Calculus of kidney,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N20.1,Calculus of ureter,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N20.2,Calculus of kidney with calculus of ureter,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N20.9,"Urinary calculus, unspecified",Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N21.0,Calculus in bladder,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N21.1,Calculus in urethra,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N21.8,Other lower urinary tract calculus,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N21.9,"Calculus of lower urinary tract, unspecified",Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N22.8,Calculus of urinary tract in other diseases classified elsewhere,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,N23.X,Unspecified renal colic,Diagnosis of Urolithiasis,NA,NA
Urolithiasis,NA,NA,Procedure for Urolithiasis,M06.1,Open removal of calculus from kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09,Therapeutic endoscopic operations on calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.1,Endoscopic ultrasound fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.2,Endoscopic electrohydraulic shockwave fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.3,Endoscopic laser fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.4,Endoscopic extraction of calculus of kidney NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.8,Other specified therapeutic endoscopic operations on calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M09.9,Unspecified therapeutic endoscopic operations on calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M14,Extracorporeal fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M14.1,Extracorporeal shock wave lithotripsy of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M14.8,Other specified extracorporeal fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M14.9,Unspecified extracorporeal fragmentation of calculus of kidney
Urolithiasis,NA,NA,Procedure for Urolithiasis,M16.4,Percutaneous nephrolithotomy NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M23.1,Open ureterolithotomy
Urolithiasis,NA,NA,Procedure for Urolithiasis,M26.1,Nephroscopic laser fragmentation of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M26.2,Nephroscopic fragmentation of calculus of ureter NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M26.3,Nephroscopic extraction of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M27.1,Ureteroscopic laser fragmentation of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M27.2,Ureteroscopic fragmentation of calculus of ureter NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M27.3,Ureteroscopic extraction of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28,Other endoscopic removal of calculus from ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.1,Endoscopic laser fragmentation of calculus of ureter NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.2,Endoscopic fragmentation of calculus of ureter NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.3,Endoscopic extraction of calculus of ureter NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.4,Endoscopic catheter drainage of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.5,Endoscopic drainage of calculus of ureter by dilation of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.8,Other specified other endoscopic removal of calculus from ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M28.9,Unspecified other endoscopic removal of calculus from ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M31,Extracorporeal fragmentation of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M31.1,Extracorporeal shockwave lithotripsy of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M31.8,Other specified extracorporeal fragmentation of calculus of ureter
